window_start_utc,window_end_utc,n_samples,bmp_tempC_mean,bmp_pressurePa_mean,bmp_altitudeM_est_mean,euler_heading_deg_mean,euler_roll_deg_mean,euler_pitch_deg_mean,quat_w_mean,quat_x_mean,quat_y_mean,quat_z_mean,accel_x_mps2_mean,accel_y_mps2_mean,accel_z_mps2_mean,linacc_x_mps2_mean,linacc_y_mps2_mean,linacc_z_mps2_mean,gravity_x_mps2_mean,gravity_y_mps2_mean,gravity_z_mps2_mean,gyro_x_rads_mean,gyro_y_rads_mean,gyro_z_rads_mean,mag_x_uT_mean,mag_y_uT_mean,mag_z_uT_mean,calib_sys_mode,calib_gyro_mode,calib_accel_mode,calib_mag_mode
2026-03-22T03:59:33.018+00:00,2026-03-22T04:04:56.603+00:00,19,25.9111,101325.96,-0.0598,0.000000,3.437500,-0.812500,0.999512,0.007202,-0.030334,0.000000,0.563333,0.144444,9.476111,-0.021579,0.005789,-0.304211,0.590000,0.140000,9.780000,-0.000517,-0.001033,0.000459,27.463816,7.898026,-46.407895,0,3,0,0
2026-03-22T04:04:56.646+00:00,2026-03-22T04:05:56.716+00:00,261,26.1639,101326.07,-0.0974,0.000000,3.437500,-0.812500,0.999512,-0.000520,-0.030334,0.000030,0.567976,0.142302,9.472302,-0.016094,0.009687,-0.307500,0.590000,0.140000,9.780000,-0.000004,0.000008,0.000100,27.310105,7.947797,-46.363506,2,3,0,0
2026-03-22T04:05:56.862+00:00,2026-03-22T04:06:57.268+00:00,165,26.2026,101329.22,-0.3608,0.000000,3.437500,-0.812500,0.987242,-0.017338,-0.030334,0.000000,0.568176,0.142138,9.476478,-0.015031,0.005342,-0.310745,0.590000,0.140000,7.716000,0.000093,-0.000258,-0.000674,14.848485,8.035985,-46.469318,2,3,0,0
2026-03-22T04:06:57.403+00:00,2026-03-22T04:07:58.166+00:00,61,26.0319,101336.40,-0.9485,0.000000,3.437500,-0.812500,0.999512,0.007202,-0.030334,0.000000,0.569667,0.141667,9.477833,-0.016885,0.025574,-0.300328,0.590000,0.140000,9.758305,-0.000125,-0.000107,0.000161,27.383197,8.028689,-46.409836,2,3,0,0
2026-03-22T04:07:58.184+00:00,2026-03-22T04:08:59.177+00:00,61,26.0681,101341.57,-1.3811,0.000000,3.437500,-0.812500,0.999512,0.007202,-0.030334,0.000000,0.568833,0.141833,9.475833,-0.015254,0.004237,-0.303898,0.590000,0.140000,9.758305,0.000215,0.000250,0.002521,27.307377,8.053279,-46.283811,2,3,0,0
2026-03-22T04:08:59.191+00:00,2026-03-22T04:10:00.177+00:00,61,26.0884,101350.58,-2.1334,0.000000,3.437500,-0.812500,0.999512,0.007202,-0.030334,0.000128,0.567333,0.141333,9.480333,-0.016271,0.004407,-0.303220,0.590000,0.140000,9.780000,-0.000143,0.002271,0.000143,27.329918,8.031762,-46.197746,2,3,0,0
2026-03-22T04:10:00.190+00:00,2026-03-22T04:11:01.176+00:00,61,26.0939,101360.99,-3.0037,0.000000,3.437500,-0.812500,0.999512,0.007202,-0.030334,0.000000,0.568136,0.140678,9.453390,-0.015517,0.026034,-0.303621,0.590000,0.140000,9.780000,0.000036,-0.000143,0.000036,27.366803,8.018443,-46.194672,2,3,0,0
2026-03-22T04:11:01.189+00:00,2026-03-22T04:12:02.173+00:00,61,26.0929,101371.59,-3.8576,0.000000,3.437500,-0.812500,0.999512,-0.058372,-0.029838,-0.000001,0.566610,0.141525,9.477627,-0.016207,0.007759,-0.303103,0.590000,0.140000,9.780000,0.000000,-0.000161,0.000125,27.332992,8.007172,-46.403689,2,3,0,0
2026-03-22T04:12:02.187+00:00,2026-03-22T04:13:03.175+00:00,61,26.0869,101376.65,-4.3203,0.000000,3.437500,-0.812500,0.999512,0.007202,-0.030334,0.000000,0.565690,0.143793,9.455690,-0.018000,0.004833,-0.300667,0.590000,0.140000,9.780000,-0.000036,-0.000608,0.000036,27.274590,8.128074,-46.467213,2,3,0,0
2026-03-22T04:13:03.189+00:00,2026-03-22T04:14:04.174+00:00,61,26.0791,101382.80,-4.8450,0.000000,3.437500,-0.812500,0.999512,0.007202,-0.030334,0.000000,0.569000,0.142167,9.475667,-0.015932,0.005932,-0.305932,0.590000,0.140000,9.780000,-0.000072,-0.000268,0.000107,27.391393,8.017418,-46.205943,2,3,0,0
2026-03-22T04:14:04.187+00:00,2026-03-22T04:15:05.174+00:00,61,26.0672,101385.99,-5.0876,0.000000,3.437500,-0.948093,0.999512,0.007202,-0.030334,0.000000,0.567705,0.143115,9.476885,-0.018852,0.005738,-0.301148,0.590000,0.140000,9.758667,-0.000358,-0.000268,0.000232,27.469262,8.271516,-46.365779,2,3,0,0
2026-03-22T04:15:05.187+00:00,2026-03-22T04:16:06.173+00:00,61,26.0562,101387.42,-5.2085,0.000000,3.437500,-0.812500,0.999512,0.007234,-0.030334,0.000000,0.566724,0.142759,9.477069,-0.015536,0.004821,-0.304286,0.590000,0.140000,9.780000,0.000143,-0.000000,0.000322,27.390369,8.113730,-46.442623,2,3,0,0
2026-03-22T04:16:06.187+00:00,2026-03-22T04:17:06.375+00:00,60,26.0427,101385.75,-5.0928,0.000000,3.378178,-0.799788,0.999512,0.007263,-0.030334,0.000000,0.566271,0.138814,9.454237,-0.017759,0.024310,-0.304310,0.590000,0.140000,9.780000,-0.000182,0.002218,0.000000,27.390625,8.047917,-12.096875,2,3,0,0
2026-03-22T04:17:06.471+00:00,2026-03-22T04:18:07.175+00:00,61,26.0326,101378.77,-4.5103,0.000000,3.437500,-0.948093,0.999512,0.007263,-0.030334,0.000000,0.567213,0.141967,9.472951,-0.018621,0.003448,-0.302759,0.590000,0.140000,9.780000,0.000054,-0.000089,0.000250,-6.212090,7.970287,-46.369877,2,3,0,0
2026-03-22T04:18:07.188+00:00,2026-03-22T04:19:07.195+00:00,60,26.0236,101369.55,-3.7522,0.000000,3.437500,-0.812500,0.999512,0.007263,0.004753,0.000000,0.566833,0.142000,9.476000,-0.015660,0.004906,-0.302642,0.590000,0.095424,9.614068,0.000127,0.000436,0.000164,27.412500,7.978125,-46.465625,2,3,0,0
2026-03-22T04:19:07.208+00:00,2026-03-22T04:20:08.174+00:00,61,26.0154,101361.55,-3.0650,0.000000,3.437500,-0.812500,0.930546,-0.027220,-0.030334,0.000000,0.566034,0.139828,9.477241,-0.017414,0.002241,-0.304310,0.590000,0.140000,9.780000,0.000358,0.000268,0.000376,27.437500,8.012295,-46.529713,2,3,0,0
2026-03-22T04:20:08.188+00:00,2026-03-22T04:21:09.177+00:00,61,26.0083,101358.83,-2.8725,0.000000,3.437500,-0.812500,0.999512,0.007263,-0.030334,0.000137,0.566207,0.141724,9.476207,-0.017333,0.003500,-0.305167,0.590000,0.140000,9.780000,0.000072,0.002217,-0.000161,27.302254,8.075820,-12.678279,2,3,0,0
2026-03-22T04:21:09.191+00:00,2026-03-22T04:22:10.173+00:00,61,26.0001,101357.84,-2.7519,0.000000,3.437500,-0.812500,0.999512,0.007263,-0.030334,0.000132,0.565763,0.139153,9.475763,-0.016167,0.003000,-0.305000,0.590000,0.140000,4.297333,0.000197,0.000232,-0.000143,27.329918,8.009221,-46.315574,2,3,0,0
2026-03-22T04:22:10.188+00:00,2026-03-22T04:23:11.173+00:00,61,25.9890,101358.04,-2.7758,0.000000,3.437500,-0.812500,0.999512,0.007263,-0.030334,0.000137,0.569492,0.143051,9.477458,-0.016102,0.004576,-0.322542,0.590000,0.140000,9.780000,0.000179,-0.002074,0.000161,27.440574,8.039959,-46.303279,2,3,0,0
2026-03-22T04:23:11.188+00:00,2026-03-22T04:24:12.172+00:00,61,25.9753,101354.81,-2.5615,0.000000,3.437500,-0.812500,0.999512,0.007263,-0.030334,0.000000,0.566102,0.143898,9.476610,-0.016885,0.005574,-0.302295,0.590000,0.140000,9.780000,0.000107,0.000054,-0.000036,27.427254,8.179303,-46.451844,2,3,0,0
2026-03-22T04:24:12.187+00:00,2026-03-22T04:25:13.175+00:00,61,25.9617,101353.24,-2.4918,0.000000,3.437500,-0.812500,0.956408,0.007137,-0.029813,-0.000001,0.565738,0.142623,9.476721,-0.017000,0.005833,-0.303833,0.590000,0.140000,9.780000,0.000161,0.000393,0.000161,27.409836,7.883197,-46.471311,2,3,0,0
2026-03-22T04:25:13.189+00:00,2026-03-22T04:26:14.174+00:00,61,25.9524,101353.53,-2.4382,0.000000,3.437500,-0.812500,0.999512,0.007263,-0.030334,0.000000,0.567213,0.143607,9.478033,-0.016724,0.003793,-0.304138,0.590000,0.140000,9.780000,0.000250,-0.000036,0.000000,27.316598,7.787910,-46.427254,2,3,0,0
2026-03-22T04:26:14.188+00:00,2026-03-22T04:27:15.176+00:00,61,25.9436,101352.11,-2.3697,0.000000,3.437500,-0.812500,0.965029,0.007263,0.004148,0.000000,0.566102,0.142881,9.451695,-0.016897,0.026207,-0.305690,0.590000,0.140000,9.780000,-0.000089,-0.000072,0.000054,27.294057,8.055328,-46.227459,2,3,0,0
2026-03-22T04:27:15.190+00:00,2026-03-22T04:28:16.174+00:00,61,25.9326,101353.21,-2.4292,0.000000,3.437500,-0.812500,0.966178,0.007263,-0.030334,0.000000,0.567414,0.142931,9.471207,-0.017458,0.002881,-0.306780,0.590000,0.140000,9.780000,0.000125,-0.000072,0.000143,27.469262,8.055328,-46.535861,2,3,0,0
2026-03-22T04:28:16.187+00:00,2026-03-22T04:29:17.176+00:00,61,25.9250,101354.94,-2.5413,0.000000,3.437500,-0.950431,0.999512,0.007263,-0.030334,0.000000,0.565172,0.140000,9.477759,-0.019474,0.003860,-0.304386,0.590000,0.140000,9.780000,-0.000143,0.000286,-0.000107,27.446721,7.974385,-46.186475,0,3,0,0
2026-03-22T04:29:17.190+00:00,2026-03-22T04:30:18.173+00:00,61,25.9119,101357.31,-2.7346,0.000000,3.437500,-0.812500,0.999512,0.007263,-0.030334,0.000000,0.567414,0.143103,9.475172,-0.016667,0.004737,-0.302807,0.590000,0.140000,9.780000,-0.000036,-0.000089,0.000125,27.394467,7.961066,-46.431352,2,3,0,0
2026-03-22T04:30:18.188+00:00,2026-03-22T04:31:19.172+00:00,61,25.9113,101360.44,-2.9715,0.000000,3.437500,-0.945833,0.999512,0.007263,0.003564,0.000000,0.565593,0.141017,9.476610,-0.017759,0.003966,-0.303793,0.590000,0.140000,9.780000,0.000161,-0.000322,0.000036,27.383197,7.936475,-46.220287,2,3,0,0
2026-03-22T04:31:19.185+00:00,2026-03-22T04:32:20.172+00:00,61,25.9052,101362.63,-3.1183,0.000000,3.437500,-0.812500,0.999512,-0.026635,0.003564,0.000000,0.566552,0.142759,9.473966,-0.016207,0.005517,-0.306552,0.590000,0.140000,9.780000,-0.000054,-0.000572,0.000089,27.320697,8.221311,-46.454918,2,3,0,0
2026-03-22T04:32:20.186+00:00,2026-03-22T04:33:21.174+00:00,61,25.8976,101365.09,-3.3137,0.000000,3.437500,-0.812500,0.999512,0.007263,0.002999,0.000000,0.569000,0.144000,9.287833,-0.016552,0.005862,-0.305000,0.590000,0.140000,9.757931,0.000143,0.000107,0.000107,27.373975,8.228484,-46.260246,2,3,0,0
2026-03-22T04:33:21.187+00:00,2026-03-22T04:34:22.175+00:00,61,25.8849,101366.55,-3.4830,0.000000,3.437500,-0.950431,0.999512,-0.026070,-0.030334,0.000000,0.569667,0.142333,9.457333,-0.016379,0.003448,-0.299655,0.590000,0.140000,9.780000,0.000089,0.000179,0.000072,27.402664,8.039959,-46.324795,2,3,0,0
