ts_utc,cpu_tempC,disk_free_bytes,throttled
2026-03-03T12:58:04.570+00:00,38.47,235186757632,throttled=0x0
2026-03-03T12:58:14.570+00:00,39.55,235186757632,throttled=0x0
2026-03-03T12:58:24.570+00:00,39.01,235186757632,throttled=0x0
2026-03-03T12:58:34.569+00:00,39.01,235186757632,throttled=0x0
2026-03-03T12:58:44.570+00:00,39.01,235186757632,throttled=0x0
2026-03-03T12:58:54.570+00:00,39.01,235186757632,throttled=0x0
2026-03-03T12:59:04.569+00:00,39.01,235186757632,throttled=0x0
2026-03-03T12:59:14.570+00:00,38.47,235186757632,throttled=0x0
2026-03-03T12:59:24.569+00:00,38.47,235186757632,throttled=0x0
2026-03-03T12:59:34.569+00:00,39.01,235186757632,throttled=0x0
2026-03-03T12:59:44.570+00:00,39.01,235186757632,throttled=0x0
2026-03-03T12:59:54.569+00:00,38.47,235186757632,throttled=0x0
2026-03-03T13:00:04.570+00:00,39.01,235186757632,throttled=0x0
2026-03-03T13:00:14.571+00:00,39.01,235186757632,throttled=0x0
2026-03-03T13:00:24.569+00:00,39.01,235186757632,throttled=0x0
2026-03-03T13:00:34.569+00:00,39.01,235186757632,throttled=0x0
2026-03-03T13:00:44.570+00:00,39.01,235186753536,throttled=0x0
2026-03-03T13:00:54.569+00:00,39.55,235186753536,throttled=0x0
2026-03-03T13:01:04.569+00:00,39.01,235186753536,throttled=0x0
2026-03-03T13:01:14.570+00:00,39.01,235186753536,throttled=0x0
2026-03-03T13:01:24.570+00:00,38.47,235186753536,throttled=0x0
2026-03-03T13:01:34.570+00:00,39.01,235186753536,throttled=0x0
2026-03-03T13:01:44.569+00:00,39.01,235186753536,throttled=0x0
2026-03-03T13:01:54.569+00:00,39.01,235186753536,throttled=0x0
2026-03-03T13:02:04.570+00:00,38.47,235186753536,throttled=0x0
2026-03-03T13:02:14.569+00:00,39.01,235186753536,throttled=0x0
2026-03-03T13:02:24.570+00:00,39.01,235186753536,throttled=0x0
2026-03-03T13:02:34.569+00:00,39.01,235186753536,throttled=0x0
2026-03-03T13:02:44.570+00:00,39.01,235186753536,throttled=0x0
2026-03-03T13:02:54.570+00:00,39.01,235186753536,throttled=0x0
2026-03-03T13:03:04.570+00:00,38.47,235186753536,throttled=0x0
2026-03-03T13:03:14.570+00:00,38.47,235186753536,throttled=0x0
2026-03-03T13:03:24.570+00:00,39.01,235186753536,throttled=0x0
2026-03-03T13:03:34.570+00:00,38.47,235186753536,throttled=0x0
2026-03-03T13:03:44.570+00:00,39.01,235186753536,throttled=0x0
