window_start_utc,window_end_utc,n_samples,bmp_tempC_mean,bmp_pressurePa_mean,bmp_altitudeM_est_mean,euler_heading_deg_mean,euler_roll_deg_mean,euler_pitch_deg_mean,quat_w_mean,quat_x_mean,quat_y_mean,quat_z_mean,accel_x_mps2_mean,accel_y_mps2_mean,accel_z_mps2_mean,linacc_x_mps2_mean,linacc_y_mps2_mean,linacc_z_mps2_mean,gravity_x_mps2_mean,gravity_y_mps2_mean,gravity_z_mps2_mean,gyro_x_rads_mean,gyro_y_rads_mean,gyro_z_rads_mean,mag_x_uT_mean,mag_y_uT_mean,mag_z_uT_mean,calib_sys_mode,calib_gyro_mode,calib_accel_mode,calib_mag_mode
2026-03-01T00:09:04.568+00:00,2026-03-01T00:10:10.314+00:00,61,25.3770,101536.40,-17.6557,6.101695,2.625000,1.062500,0.999695,-0.009460,-0.022888,0.000265,0.430333,-0.175667,9.472167,-0.013684,0.002632,-0.312456,0.440000,-0.180000,9.790000,-0.000197,0.002235,0.000000,24.814549,-27.490779,-12.593238,2,3,0,0
2026-03-01T00:10:10.372+00:00,2026-03-01T00:11:10.845+00:00,66,25.4329,101537.92,-17.7827,0.000000,2.625000,1.062500,0.999695,-0.009460,-0.022888,0.000000,0.427879,-0.176667,9.470000,-0.013182,-0.036818,-0.305303,0.440000,-0.199394,9.790000,0.000033,-0.000347,0.000314,24.846591,6.187500,-46.036932,2,3,0,0
2026-03-01T00:11:10.931+00:00,2026-03-01T00:12:11.714+00:00,61,25.4331,101539.16,-17.8289,0.000000,2.625000,1.062500,0.999695,-0.009460,-0.022888,0.000000,0.428167,-0.176000,9.472667,-0.011207,0.002931,-0.308793,0.440000,-0.180000,9.790000,0.000072,0.000286,0.000125,24.855533,5.977459,-45.968238,2,3,0,0
2026-03-01T00:12:11.736+00:00,2026-03-01T00:13:11.737+00:00,60,25.3608,101543.13,-18.1978,0.000000,2.625000,1.062500,0.999695,-0.009460,-0.022888,0.000000,0.428276,-0.178103,9.473966,-0.011250,-0.000893,-0.310893,0.440000,-0.200877,9.618070,-0.000218,-0.000127,-0.000018,24.866667,6.075000,-46.040625,2,3,0,0
2026-03-01T00:13:11.751+00:00,2026-03-01T00:14:12.729+00:00,61,25.3265,101544.73,-18.3291,0.000000,2.625000,1.062500,0.999695,-0.009460,-0.022888,0.000000,0.428966,-0.175000,9.473966,-0.012000,0.002333,-0.311833,0.440000,-0.180000,9.790000,-0.000286,0.000286,0.000054,24.929303,-27.546107,-45.288934,2,3,0,0
2026-03-01T00:14:12.744+00:00,2026-03-01T00:15:13.716+00:00,61,25.2979,101545.91,-18.4498,0.000000,2.625000,1.062500,0.999695,-0.009460,-0.022888,0.000000,0.429474,-0.179474,9.471579,-0.009655,0.001034,-0.311897,0.440000,-0.180000,4.328667,0.000036,-0.000089,0.002450,24.781762,6.086066,-46.117828,2,3,0,0
2026-03-01T00:15:13.731+00:00,2026-03-01T00:16:14.725+00:00,61,25.2854,101546.31,-18.4988,0.000000,2.625000,1.062500,0.999695,-0.009460,-0.022888,0.000000,0.427458,-0.181186,9.471864,-0.012456,0.000000,-0.310702,0.440000,-0.180000,9.790000,-0.000161,0.000089,0.000322,24.730533,6.038934,-45.967213,2,3,0,0
2026-03-01T00:16:14.739+00:00,2026-03-01T00:17:15.240+00:00,60,25.2679,101547.39,-18.4649,0.000000,2.625000,1.062500,0.965797,-0.009460,-0.022888,0.000000,0.428167,-0.181167,9.476833,-0.011053,-0.000526,-0.308421,0.440000,-0.180000,9.790000,0.000164,-0.002836,-0.000109,24.777083,6.130208,-46.040625,2,3,0,0
2026-03-01T00:17:15.493+00:00,2026-03-01T00:18:15.720+00:00,61,25.2577,101547.39,-18.4614,0.000000,2.625000,1.062500,0.999695,-0.009460,-0.022888,0.000000,0.428214,-0.178571,9.475179,-0.013333,0.000526,-0.312632,0.440000,-0.200877,9.618070,-0.000143,-0.000232,0.000125,24.681352,6.137295,-45.872951,2,3,0,0
2026-03-01T00:18:15.737+00:00,2026-03-01T00:19:16.720+00:00,61,25.2417,101546.05,-18.3379,0.000000,2.625000,1.062500,0.999695,-0.009460,-0.022888,0.000000,0.429180,-0.180820,9.473279,-0.011833,0.000667,-0.310000,0.440000,-0.180000,9.790000,0.000268,-0.000340,0.000072,24.810451,6.197746,-46.080943,2,3,0,0
