ts_utc,bmp_tempC_mean,bmp_pressurePa_mean,bmp_pressure_hPa,smq_tempC_interp,smq_mslp_hPa_interp,temp_diff_C,pressure_diff_hPa,session,run_label,run_date
2026-03-01 02:10:00+00:00,24.450866666666663,101576.95555555556,1015.7695555555556,0.7962962962962963,1016.6716666666667,23.654570370370365,-0.9021111111111395,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 02:20:00+00:00,24.3116,101584.396,1015.8439599999999,0.6111111111111112,1016.6550000000001,23.700488888888888,-0.8110400000001619,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 02:30:00+00:00,24.15923,101579.387,1015.79387,0.42592592592592593,1016.6383333333333,23.733304074074073,-0.8444633333333513,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 02:40:00+00:00,23.90509,101575.869,1015.7586900000001,0.2407407407407408,1016.6216666666667,23.66434925925926,-0.8629766666665546,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 02:50:00+00:00,23.96678,101569.83,1015.6983,0.05555555555555558,1016.605,23.911224444444443,-0.9067000000000007,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 03:00:00+00:00,23.83472,101561.266,1015.61266,-0.06481481481481481,1016.5766666666667,23.899534814814814,-0.9640066666667053,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 03:10:00+00:00,23.53382222222222,101564.65444444444,1015.6465444444444,-0.1574074074074074,1016.5433333333333,23.69122962962963,-0.8967888888888638,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 03:20:00+00:00,23.70806,101566.976,1015.66976,-0.25,1016.51,23.95806,-0.8402399999999943,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 03:30:00+00:00,23.80363,101566.052,1015.6605199999999,-0.3425925925925926,1016.4766666666667,24.14622259259259,-0.816146666666782,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 03:40:00+00:00,24.24521,101559.548,1015.59548,-0.4351851851851852,1016.4433333333333,24.680395185185187,-0.8478533333333189,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 03:50:00+00:00,24.11384,101556.326,1015.56326,-0.5277777777777778,1016.41,24.64161777777778,-0.8467399999999543,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 04:00:00+00:00,23.92562,101560.891,1015.60891,-0.6203703703703703,1016.3883333333333,24.54599037037037,-0.7794233333332841,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 04:10:00+00:00,23.893966666666667,101560.39555555554,1015.6039555555554,-0.712962962962963,1016.3716666666667,24.60692962962963,-0.7677111111112254,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 04:20:00+00:00,23.8919,101558.612,1015.5861199999999,-0.8055555555555556,1016.355,24.697455555555557,-0.768880000000081,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 04:30:00+00:00,23.86414,101553.94,1015.5394,-0.8981481481481481,1016.3383333333333,24.762288148148148,-0.7989333333332524,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 04:40:00+00:00,23.77017,101547.396,1015.4739599999999,-0.9907407407407407,1016.3216666666666,24.76091074074074,-0.8477066666666815,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 04:50:00+00:00,23.76816,101545.559,1015.4555899999999,-1.0833333333333335,1016.305,24.851493333333334,-0.8494100000000344,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 05:00:00+00:00,24.12865,101539.832,1015.3983199999999,-1.175925925925926,1016.2883333333333,25.304575925925928,-0.8900133333333997,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 05:10:00+00:00,23.905355555555555,101541.60111111111,1015.4160111111112,-1.2685185185185186,1016.2716666666666,25.173874074074075,-0.8556555555554723,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 05:20:00+00:00,23.75055,101539.433,1015.3943300000001,-1.3611111111111112,1016.255,25.11166111111111,-0.8606699999999137,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 05:30:00+00:00,24.0484,101536.682,1015.36682,-1.4537037037037037,1016.2383333333333,25.502103703703703,-0.8715133333333824,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 05:40:00+00:00,23.85306,101542.915,1015.4291499999999,-1.5462962962962963,1016.2216666666667,25.399356296296297,-0.7925166666667565,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 05:50:00+00:00,23.6232,101546.673,1015.46673,-1.6388888888888888,1016.205,25.26208888888889,-0.7382700000000568,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 06:00:00+00:00,24.16472,101533.342,1015.33342,-1.6666666666666667,1016.1650000000001,25.831386666666667,-0.8315800000000309,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 06:10:00+00:00,24.11665,101527.816,1015.2781600000001,-1.6666666666666667,1016.115,25.783316666666668,-0.8368399999999383,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 06:20:00+00:00,23.7816,101523.06888888888,1015.2306888888888,-1.6666666666666667,1016.065,25.44826666666667,-0.8343111111112194,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 06:30:00+00:00,23.61441,101524.655,1015.24655,-1.6666666666666667,1016.015,25.281076666666667,-0.7684500000000298,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 06:40:00+00:00,23.97888,101516.52,1015.1652,-1.6666666666666667,1015.965,25.645546666666668,-0.7998000000000047,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 06:50:00+00:00,23.80145,101499.811,1014.99811,-1.6666666666666667,1015.915,25.468116666666667,-0.9168899999999667,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 07:00:00+00:00,23.53773,101490.998,1014.90998,-1.7314814814814816,1015.9466666666666,25.26921148148148,-1.0366866666665828,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 07:10:00+00:00,23.7681,101490.46,1014.9046000000001,-1.8240740740740742,1016.0133333333333,25.592174074074073,-1.108733333333248,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 07:20:00+00:00,23.78358888888889,101496.44666666668,1014.9644666666668,-1.9166666666666667,1016.0799999999999,25.700255555555557,-1.1155333333331328,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 07:30:00+00:00,23.47449,101516.223,1015.16223,-2.0092592592592595,1016.1466666666666,25.48374925925926,-0.9844366666666247,1,Run 1 (2026-03-01),2026-03-01
