ts_utc,outdoor_tempC,outdoor_mslp_hPa,session,run_label,run_date
2026-03-01 19:20:00+00:00,5.805555555555555,1023.225,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 19:30:00+00:00,5.898148148148149,1023.3083333333333,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 19:40:00+00:00,5.990740740740741,1023.3916666666667,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 19:50:00+00:00,6.083333333333334,1023.475,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 20:00:00+00:00,6.1759259259259265,1023.5583333333333,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 20:10:00+00:00,6.268518518518519,1023.6416666666667,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 20:20:00+00:00,6.361111111111112,1023.725,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 20:30:00+00:00,6.453703703703704,1023.8083333333333,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 20:40:00+00:00,6.546296296296297,1023.8916666666667,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 20:50:00+00:00,6.638888888888889,1023.975,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 21:00:00+00:00,6.601851851851852,1024.105,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 21:10:00+00:00,6.5092592592592595,1024.255,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 21:20:00+00:00,6.416666666666667,1024.405,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 21:30:00+00:00,6.324074074074074,1024.555,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 21:40:00+00:00,6.231481481481482,1024.7050000000002,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 21:50:00+00:00,6.138888888888889,1024.855,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 22:00:00+00:00,5.851851851851852,1025.0516666666667,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 22:10:00+00:00,5.481481481481482,1025.2683333333334,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 22:20:00+00:00,5.111111111111112,1025.4850000000001,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 22:30:00+00:00,4.740740740740741,1025.7016666666668,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 22:40:00+00:00,4.370370370370371,1025.9183333333333,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 22:50:00+00:00,4.0,1026.135,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 23:00:00+00:00,3.7592592592592595,1026.375,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 23:10:00+00:00,3.5740740740740744,1026.625,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 23:20:00+00:00,3.3888888888888893,1026.875,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 23:30:00+00:00,3.2037037037037037,1027.125,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 23:40:00+00:00,3.0185185185185186,1027.375,1,Run 1 (2026-03-01),2026-03-01
2026-03-01 23:50:00+00:00,2.833333333333333,1027.625,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 00:00:00+00:00,2.648148148148148,1027.8516666666667,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 00:10:00+00:00,2.462962962962963,1028.0683333333334,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 00:20:00+00:00,2.2777777777777777,1028.285,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 00:30:00+00:00,2.0925925925925926,1028.5016666666668,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 00:40:00+00:00,1.9074074074074074,1028.7183333333332,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 00:50:00+00:00,1.7222222222222223,1028.935,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 01:00:00+00:00,1.4722222222222223,1029.14,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 01:10:00+00:00,1.1944444444444444,1029.34,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 01:20:00+00:00,0.9166666666666666,1029.54,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 01:30:00+00:00,0.6388888888888888,1029.74,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 01:40:00+00:00,0.36111111111111094,1029.94,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 01:50:00+00:00,0.08333333333333326,1030.14,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 02:00:00+00:00,0.0,1030.27,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 02:10:00+00:00,0.0,1030.3700000000001,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 02:20:00+00:00,0.0,1030.47,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 02:30:00+00:00,0.0,1030.57,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 02:40:00+00:00,0.0,1030.67,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 02:50:00+00:00,0.0,1030.77,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 03:00:00+00:00,-0.12962962962962962,1030.8816666666667,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 03:10:00+00:00,-0.3148148148148148,1030.9983333333332,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 03:20:00+00:00,-0.5,1031.115,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 03:30:00+00:00,-0.6851851851851852,1031.2316666666666,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 03:40:00+00:00,-0.8703703703703703,1031.3483333333334,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 03:50:00+00:00,-1.0555555555555556,1031.465,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 04:00:00+00:00,-1.175925925925926,1031.5933333333332,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 04:10:00+00:00,-1.2685185185185186,1031.7266666666667,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 04:20:00+00:00,-1.3611111111111112,1031.86,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 04:30:00+00:00,-1.4537037037037037,1031.9933333333333,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 04:40:00+00:00,-1.5462962962962963,1032.1266666666666,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 04:50:00+00:00,-1.6388888888888888,1032.26,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 05:00:00+00:00,-1.7314814814814816,1032.3816666666667,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 05:10:00+00:00,-1.8240740740740742,1032.4983333333332,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 05:20:00+00:00,-1.9166666666666667,1032.615,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 05:30:00+00:00,-2.0092592592592595,1032.7316666666666,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 05:40:00+00:00,-2.101851851851852,1032.8483333333334,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 05:50:00+00:00,-2.1944444444444446,1032.965,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 06:00:00+00:00,-2.351851851851852,1033.1166666666666,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 06:10:00+00:00,-2.537037037037037,1033.2833333333333,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 06:20:00+00:00,-2.7222222222222223,1033.45,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 06:30:00+00:00,-2.9074074074074074,1033.6166666666666,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 06:40:00+00:00,-3.0925925925925926,1033.7833333333333,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 06:50:00+00:00,-3.2777777777777777,1033.95,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 07:00:00+00:00,-3.4629629629629632,1034.0583333333334,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 07:10:00+00:00,-3.6481481481481484,1034.1416666666667,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 07:20:00+00:00,-3.8333333333333335,1034.225,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 07:30:00+00:00,-4.018518518518519,1034.3083333333334,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 07:40:00+00:00,-4.203703703703704,1034.3916666666667,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 07:50:00+00:00,-4.388888888888889,1034.475,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 08:00:00+00:00,-4.5092592592592595,1034.5933333333332,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 08:10:00+00:00,-4.601851851851852,1034.7266666666667,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 08:20:00+00:00,-4.694444444444445,1034.86,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 08:30:00+00:00,-4.787037037037037,1034.9933333333333,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 08:40:00+00:00,-4.87962962962963,1035.1266666666666,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 08:50:00+00:00,-4.972222222222222,1035.26,1,Run 1 (2026-03-01),2026-03-01
