window_start_utc,window_end_utc,n_samples,bmp_tempC_mean,bmp_pressurePa_mean,bmp_altitudeM_est_mean
2026-03-16T03:45:54.886+00:00,2026-03-16T03:46:54.891+00:00,60,25.3444,101851.88,-43.8929
2026-03-16T03:46:54.893+00:00,2026-03-16T03:47:55.892+00:00,61,25.5214,101868.62,-45.4415
2026-03-16T03:47:55.895+00:00,2026-03-16T03:48:56.892+00:00,61,25.5429,101845.12,-43.1049
2026-03-16T03:48:56.904+00:00,2026-03-16T03:49:57.883+00:00,61,25.5189,101845.97,-43.0713
2026-03-16T03:49:57.886+00:00,2026-03-16T03:50:58.879+00:00,61,25.5940,101848.86,-43.5299
2026-03-16T03:50:58.881+00:00,2026-03-16T03:51:58.882+00:00,60,25.6373,101846.23,-43.6706
2026-03-16T03:51:58.884+00:00,2026-03-16T03:52:58.890+00:00,60,25.5602,101831.33,-42.3794
2026-03-16T03:52:58.892+00:00,2026-03-16T03:53:59.887+00:00,61,25.5967,101840.75,-42.6859
2026-03-16T03:53:59.897+00:00,2026-03-16T03:55:00.884+00:00,61,25.6230,101832.44,-42.9276
2026-03-16T03:55:00.888+00:00,2026-03-16T03:56:01.881+00:00,61,25.5972,101826.92,-41.6375
2026-03-16T03:56:01.890+00:00,2026-03-16T03:57:02.888+00:00,61,25.5709,101817.29,-41.3338
2026-03-16T03:57:02.891+00:00,2026-03-16T03:58:03.881+00:00,61,25.6397,101812.81,-39.9137
2026-03-16T03:58:03.883+00:00,2026-03-16T03:59:03.884+00:00,60,25.6957,101811.21,-39.8443
2026-03-16T03:59:03.887+00:00,2026-03-16T04:00:04.884+00:00,61,25.6880,101802.56,-39.8104
2026-03-16T04:00:04.886+00:00,2026-03-16T04:01:04.889+00:00,60,25.6858,101793.39,-39.6679
2026-03-16T04:01:04.893+00:00,2026-03-16T04:02:05.898+00:00,61,25.6569,101809.89,-40.0185
2026-03-16T04:02:05.903+00:00,2026-03-16T04:03:06.885+00:00,61,25.6000,101793.76,-38.1435
2026-03-16T04:03:06.887+00:00,2026-03-16T04:04:06.889+00:00,60,25.6756,101793.85,-40.1599
2026-03-16T04:04:06.892+00:00,2026-03-16T04:05:07.881+00:00,61,25.7093,101801.52,-39.2681
2026-03-16T04:05:07.978+00:00,2026-03-16T04:06:08.890+00:00,61,25.6720,101801.23,-40.1974
2026-03-16T04:06:08.894+00:00,2026-03-16T04:07:09.886+00:00,61,25.7087,101816.53,-41.3138
2026-03-16T04:07:09.895+00:00,2026-03-16T04:08:10.884+00:00,61,25.7048,101798.84,-39.9972
2026-03-16T04:08:10.887+00:00,2026-03-16T04:09:11.883+00:00,61,25.4762,101793.25,-37.6822
2026-03-16T04:09:11.886+00:00,2026-03-16T04:10:11.889+00:00,60,25.6204,101793.30,-39.0894
2026-03-16T04:10:11.895+00:00,2026-03-16T04:11:12.883+00:00,61,25.6471,101792.20,-39.2424
2026-03-16T04:11:12.886+00:00,2026-03-16T04:12:12.892+00:00,60,25.6344,101783.72,-38.2052
2026-03-16T04:12:12.894+00:00,2026-03-16T04:13:13.892+00:00,61,25.7337,101778.05,-37.5359
2026-03-16T04:13:13.894+00:00,2026-03-16T04:14:13.897+00:00,60,25.6693,101777.20,-37.5740
2026-03-16T04:14:13.904+00:00,2026-03-16T04:15:14.887+00:00,61,25.6607,101770.74,-36.7824
2026-03-16T04:15:14.890+00:00,2026-03-16T04:16:14.890+00:00,60,25.6525,101773.14,-36.7644
2026-03-16T04:16:14.892+00:00,2026-03-16T04:17:15.023+00:00,60,25.7086,101771.42,-37.3308
2026-03-16T04:17:15.072+00:00,2026-03-16T04:18:15.880+00:00,61,25.6417,101761.70,-36.4099
2026-03-16T04:18:15.883+00:00,2026-03-16T04:19:15.885+00:00,60,25.7487,101774.91,-37.4759
2026-03-16T04:19:15.888+00:00,2026-03-16T04:20:15.891+00:00,60,25.8471,101788.85,-38.3798
2026-03-16T04:20:15.901+00:00,2026-03-16T04:21:16.882+00:00,61,25.7187,101772.11,-36.8987
2026-03-16T04:21:16.885+00:00,2026-03-16T04:22:16.889+00:00,60,25.7304,101772.24,-37.1831
2026-03-16T04:22:16.897+00:00,2026-03-16T04:23:17.881+00:00,61,25.6678,101748.01,-35.0596
2026-03-16T04:23:17.885+00:00,2026-03-16T04:24:18.899+00:00,61,25.7972,101748.48,-34.6189
2026-03-16T04:24:18.901+00:00,2026-03-16T04:25:19.881+00:00,61,25.8315,101751.72,-35.3146
2026-03-16T04:25:19.883+00:00,2026-03-16T04:26:19.885+00:00,60,25.6743,101701.56,-32.4548
2026-03-16T04:26:19.889+00:00,2026-03-16T04:27:20.887+00:00,61,25.6416,101713.49,-32.5124
2026-03-16T04:27:20.892+00:00,2026-03-16T04:28:21.883+00:00,61,25.7305,101709.68,-32.0501
2026-03-16T04:28:21.886+00:00,2026-03-16T04:29:22.888+00:00,61,25.7200,101713.43,-31.6354
2026-03-16T04:29:22.897+00:00,2026-03-16T04:30:23.891+00:00,61,25.7558,101717.59,-31.2590
2026-03-16T04:30:23.894+00:00,2026-03-16T04:31:24.882+00:00,61,25.8807,101712.75,-32.3099
2026-03-16T04:31:24.887+00:00,2026-03-16T04:32:25.884+00:00,61,25.8610,101708.51,-31.6252
2026-03-16T04:32:25.888+00:00,2026-03-16T04:33:26.887+00:00,61,25.8371,101699.70,-31.1917
2026-03-16T04:33:26.889+00:00,2026-03-16T04:34:27.885+00:00,61,25.7258,101682.46,-30.0348
2026-03-16T04:34:27.889+00:00,2026-03-16T04:35:28.893+00:00,61,25.8541,101695.48,-30.5170
2026-03-16T04:35:28.899+00:00,2026-03-16T04:36:29.924+00:00,61,25.7506,101671.88,-28.6156
2026-03-16T04:36:29.944+00:00,2026-03-16T04:37:30.881+00:00,61,26.0535,101719.89,-32.6136
2026-03-16T04:37:30.883+00:00,2026-03-16T04:38:31.883+00:00,61,26.0981,101727.91,-33.5001
2026-03-16T04:38:31.886+00:00,2026-03-16T04:39:32.881+00:00,61,26.0842,101727.24,-33.4767
2026-03-16T04:39:32.884+00:00,2026-03-16T04:40:33.880+00:00,61,26.0525,101724.56,-33.2441
2026-03-16T04:40:33.882+00:00,2026-03-16T04:41:34.880+00:00,61,26.0141,101718.76,-32.7654
2026-03-16T04:41:34.882+00:00,2026-03-16T04:42:35.882+00:00,61,25.9727,101714.12,-32.4364
2026-03-16T04:42:35.891+00:00,2026-03-16T04:43:36.882+00:00,61,25.9315,101707.70,-31.9001
2026-03-16T04:43:36.885+00:00,2026-03-16T04:44:37.882+00:00,61,25.8941,101710.79,-32.1126
2026-03-16T04:44:37.885+00:00,2026-03-16T04:45:38.882+00:00,61,25.8591,101710.80,-32.0684
2026-03-16T04:45:38.885+00:00,2026-03-16T04:46:39.882+00:00,61,25.8222,101709.36,-31.9508
2026-03-16T04:46:39.886+00:00,2026-03-16T04:47:40.882+00:00,61,25.7839,101705.83,-31.6804
2026-03-16T04:47:40.885+00:00,2026-03-16T04:48:41.882+00:00,61,25.7506,101701.28,-31.3209
2026-03-16T04:48:41.886+00:00,2026-03-16T04:49:42.883+00:00,61,25.7183,101702.24,-31.4312
2026-03-16T04:49:42.885+00:00,2026-03-16T04:50:43.884+00:00,61,25.6915,101698.74,-31.0837
2026-03-16T04:50:43.887+00:00,2026-03-16T04:51:44.881+00:00,61,25.6639,101696.47,-30.9436
2026-03-16T04:51:44.883+00:00,2026-03-16T04:52:45.880+00:00,61,25.6392,101694.20,-30.8081
2026-03-16T04:52:45.882+00:00,2026-03-16T04:53:46.882+00:00,61,25.6181,101692.35,-30.6277
2026-03-16T04:53:46.885+00:00,2026-03-16T04:54:47.881+00:00,61,25.5928,101693.71,-30.7946
2026-03-16T04:54:47.883+00:00,2026-03-16T04:55:47.884+00:00,60,25.5759,101687.84,-30.2705
2026-03-16T04:55:47.887+00:00,2026-03-16T04:56:48.883+00:00,61,25.5609,101681.00,-29.6956
2026-03-16T04:56:48.885+00:00,2026-03-16T04:57:49.883+00:00,61,25.5393,101675.49,-29.1763
2026-03-16T04:57:49.886+00:00,2026-03-16T04:58:49.888+00:00,60,25.5216,101669.66,-28.6714
2026-03-16T04:58:49.891+00:00,2026-03-16T04:59:50.883+00:00,61,25.5057,101665.63,-28.3292
2026-03-16T04:59:50.886+00:00,2026-03-16T05:00:51.883+00:00,61,25.4910,101660.12,-27.8778
2026-03-16T05:00:51.896+00:00,2026-03-16T05:01:52.884+00:00,61,25.4702,101654.99,-27.4675
2026-03-16T05:01:52.886+00:00,2026-03-16T05:02:53.882+00:00,61,25.4475,101650.98,-27.1161
2026-03-16T05:02:53.885+00:00,2026-03-16T05:03:54.879+00:00,61,25.4321,101646.82,-26.7652
2026-03-16T05:03:54.882+00:00,2026-03-16T05:04:54.883+00:00,60,25.4220,101641.60,-26.3723
2026-03-16T05:04:54.886+00:00,2026-03-16T05:05:55.882+00:00,61,25.4132,101639.60,-26.1576
2026-03-16T05:05:55.885+00:00,2026-03-16T05:06:56.881+00:00,61,25.4122,101636.45,-25.9040
2026-03-16T05:06:56.884+00:00,2026-03-16T05:07:57.883+00:00,61,25.4123,101632.06,-25.5700
2026-03-16T05:07:57.885+00:00,2026-03-16T05:08:58.880+00:00,61,25.4213,101624.41,-24.9484
2026-03-16T05:08:58.883+00:00,2026-03-16T05:09:59.879+00:00,61,25.4304,101622.41,-24.7930
2026-03-16T05:09:59.881+00:00,2026-03-16T05:11:00.881+00:00,61,25.4350,101618.19,-24.4134
2026-03-16T05:11:00.884+00:00,2026-03-16T05:12:01.882+00:00,61,25.4326,101614.84,-24.1567
2026-03-16T05:12:01.884+00:00,2026-03-16T05:13:02.882+00:00,61,25.4301,101611.93,-23.9278
2026-03-16T05:13:02.885+00:00,2026-03-16T05:14:03.884+00:00,61,25.4245,101608.33,-23.5989
2026-03-16T05:14:03.886+00:00,2026-03-16T05:15:04.880+00:00,61,25.4205,101601.73,-23.0652
2026-03-16T05:15:04.881+00:00,2026-03-16T05:16:05.882+00:00,61,25.4168,101595.90,-22.5797
2026-03-16T05:16:05.884+00:00,2026-03-16T05:17:05.952+00:00,60,25.4091,101591.61,-22.2185
2026-03-16T05:17:05.965+00:00,2026-03-16T05:18:06.884+00:00,61,25.4064,101584.54,-21.5627
2026-03-16T05:18:06.887+00:00,2026-03-16T05:19:07.884+00:00,61,25.4003,101576.16,-20.8682
2026-03-16T05:19:07.887+00:00,2026-03-16T05:20:08.882+00:00,61,25.3949,101567.58,-20.1604
2026-03-16T05:20:08.884+00:00,2026-03-16T05:21:09.882+00:00,61,25.3897,101563.76,-19.8715
2026-03-16T05:21:09.884+00:00,2026-03-16T05:22:10.881+00:00,61,25.3841,101561.27,-19.6837
2026-03-16T05:22:10.884+00:00,2026-03-16T05:23:11.883+00:00,61,25.3737,101562.12,-19.7106
2026-03-16T05:23:11.885+00:00,2026-03-16T05:24:12.882+00:00,61,25.3651,101560.03,-19.5462
2026-03-16T05:24:12.884+00:00,2026-03-16T05:25:13.882+00:00,61,25.3603,101558.41,-19.4355
2026-03-16T05:25:13.884+00:00,2026-03-16T05:26:14.882+00:00,61,25.3545,101554.71,-19.1086
2026-03-16T05:26:14.884+00:00,2026-03-16T05:27:15.883+00:00,61,25.3502,101557.56,-19.3764
2026-03-16T05:27:15.885+00:00,2026-03-16T05:28:16.887+00:00,61,25.3411,101550.95,-18.8545
2026-03-16T05:28:16.889+00:00,2026-03-16T05:29:17.882+00:00,61,25.3367,101546.88,-18.5462
2026-03-16T05:29:17.885+00:00,2026-03-16T05:30:18.881+00:00,61,25.3288,101541.97,-18.1274
2026-03-16T05:30:18.883+00:00,2026-03-16T05:31:19.881+00:00,61,25.3227,101534.49,-17.5255
2026-03-16T05:31:19.893+00:00,2026-03-16T05:32:20.882+00:00,61,25.3143,101526.80,-16.9297
2026-03-16T05:32:20.893+00:00,2026-03-16T05:33:21.881+00:00,61,25.3070,101523.44,-16.6148
2026-03-16T05:33:21.883+00:00,2026-03-16T05:34:21.884+00:00,60,25.2993,101517.41,-16.1264
2026-03-16T05:34:21.886+00:00,2026-03-16T05:35:22.884+00:00,61,25.2950,101514.25,-15.8125
2026-03-16T05:35:22.886+00:00,2026-03-16T05:36:23.884+00:00,61,25.2878,101513.71,-15.8039
2026-03-16T05:36:23.886+00:00,2026-03-16T05:37:24.885+00:00,61,25.2778,101509.78,-15.4581
2026-03-16T05:37:24.887+00:00,2026-03-16T05:38:25.883+00:00,61,25.2701,101504.62,-14.9713
2026-03-16T05:38:25.885+00:00,2026-03-16T05:39:26.880+00:00,61,25.2619,101499.00,-14.5302
2026-03-16T05:39:26.883+00:00,2026-03-16T05:40:27.881+00:00,61,25.2537,101495.46,-14.2369
2026-03-16T05:40:27.884+00:00,2026-03-16T05:41:28.880+00:00,61,25.2476,101496.94,-14.3663
2026-03-16T05:41:28.882+00:00,2026-03-16T05:42:29.881+00:00,61,25.2451,101492.07,-13.9585
2026-03-16T05:42:29.897+00:00,2026-03-16T05:43:30.881+00:00,61,25.2396,101486.36,-13.4567
2026-03-16T05:43:30.884+00:00,2026-03-16T05:44:31.880+00:00,61,25.2295,101483.40,-13.2282
2026-03-16T05:44:31.883+00:00,2026-03-16T05:45:31.884+00:00,60,25.2295,101481.56,-13.0528
2026-03-16T05:45:31.886+00:00,2026-03-16T05:46:32.882+00:00,61,25.2330,101479.01,-12.8626
2026-03-16T05:46:32.884+00:00,2026-03-16T05:47:32.885+00:00,60,25.2356,101479.61,-12.9019
2026-03-16T05:47:32.888+00:00,2026-03-16T05:48:33.882+00:00,61,25.2320,101480.27,-12.9388
2026-03-16T05:48:33.885+00:00,2026-03-16T05:49:34.881+00:00,61,25.2267,101477.17,-12.6863
2026-03-16T05:49:34.883+00:00,2026-03-16T05:50:35.881+00:00,61,25.2239,101477.38,-12.6889
2026-03-16T05:50:35.884+00:00,2026-03-16T05:51:36.882+00:00,61,25.1237,101459.59,-11.1179
2026-03-16T05:51:36.884+00:00,2026-03-16T05:52:37.884+00:00,61,25.2308,101468.76,-11.9639
2026-03-16T05:52:37.887+00:00,2026-03-16T05:53:38.884+00:00,61,25.2375,101463.35,-11.5581
2026-03-16T05:53:38.886+00:00,2026-03-16T05:54:39.881+00:00,61,25.2361,101462.05,-11.4320
2026-03-16T05:54:39.883+00:00,2026-03-16T05:55:40.881+00:00,61,25.2408,101464.51,-11.6636
2026-03-16T05:55:40.884+00:00,2026-03-16T05:56:41.881+00:00,61,25.2386,101460.78,-11.3525
2026-03-16T05:56:41.884+00:00,2026-03-16T05:57:42.884+00:00,61,25.2346,101460.92,-11.3067
2026-03-16T05:57:42.886+00:00,2026-03-16T05:58:43.881+00:00,61,25.2268,101453.92,-10.7618
2026-03-16T05:58:43.884+00:00,2026-03-16T05:59:44.878+00:00,61,25.2208,101448.33,-10.2870
2026-03-16T05:59:44.881+00:00,2026-03-16T06:00:45.883+00:00,61,25.2154,101444.78,-9.9727
2026-03-16T06:00:45.886+00:00,2026-03-16T06:01:46.885+00:00,61,25.2099,101443.76,-9.9064
2026-03-16T06:01:46.888+00:00,2026-03-16T06:02:47.881+00:00,61,25.2023,101445.72,-10.0399
2026-03-16T06:02:47.884+00:00,2026-03-16T06:03:48.881+00:00,61,25.1967,101444.19,-9.9441
2026-03-16T06:03:48.884+00:00,2026-03-16T06:04:49.881+00:00,61,25.1898,101440.06,-9.5688
2026-03-16T06:04:49.892+00:00,2026-03-16T06:05:50.880+00:00,61,25.1820,101437.59,-9.3479
2026-03-16T06:05:50.882+00:00,2026-03-16T06:06:51.881+00:00,61,25.1730,101432.10,-8.8985
2026-03-16T06:06:51.883+00:00,2026-03-16T06:07:52.881+00:00,61,25.1623,101429.51,-8.7216
2026-03-16T06:07:52.883+00:00,2026-03-16T06:08:53.881+00:00,61,25.1588,101430.48,-8.7685
2026-03-16T06:08:53.883+00:00,2026-03-16T06:09:54.881+00:00,61,25.1578,101418.79,-7.8381
2026-03-16T06:09:54.883+00:00,2026-03-16T06:10:55.881+00:00,61,25.1606,101407.63,-6.8708
2026-03-16T06:10:55.883+00:00,2026-03-16T06:11:56.883+00:00,61,25.1659,101397.15,-6.0389
2026-03-16T06:11:56.885+00:00,2026-03-16T06:12:57.883+00:00,61,25.1728,101382.78,-4.8592
2026-03-16T06:12:57.884+00:00,2026-03-16T06:13:58.882+00:00,61,25.1797,101372.73,-3.9921
2026-03-16T06:13:58.884+00:00,2026-03-16T06:14:59.880+00:00,61,25.1925,101373.72,-4.0425
2026-03-16T06:14:59.882+00:00,2026-03-16T06:15:59.883+00:00,60,25.2028,101370.21,-3.8169
2026-03-16T06:15:59.884+00:00,2026-03-16T06:17:00.884+00:00,61,25.2045,101367.67,-3.5971
2026-03-16T06:17:00.894+00:00,2026-03-16T06:18:01.882+00:00,61,25.2073,101367.54,-3.5861
2026-03-16T06:18:01.884+00:00,2026-03-16T06:19:02.882+00:00,61,25.2115,101364.36,-3.3019
2026-03-16T06:19:02.884+00:00,2026-03-16T06:20:03.880+00:00,61,25.2125,101362.03,-3.1423
2026-03-16T06:20:03.882+00:00,2026-03-16T06:21:03.883+00:00,60,25.2087,101357.73,-2.8092
2026-03-16T06:21:03.884+00:00,2026-03-16T06:22:04.879+00:00,61,25.2054,101354.21,-2.5208
2026-03-16T06:22:04.880+00:00,2026-03-16T06:23:04.883+00:00,60,25.2038,101353.15,-2.4467
2026-03-16T06:23:04.885+00:00,2026-03-16T06:24:05.882+00:00,61,25.2025,101344.80,-1.7204
2026-03-16T06:24:05.884+00:00,2026-03-16T06:25:06.883+00:00,61,25.1975,101342.61,-1.5276
2026-03-16T06:25:06.885+00:00,2026-03-16T06:26:07.882+00:00,61,25.1969,101341.32,-1.4028
2026-03-16T06:26:07.884+00:00,2026-03-16T06:27:08.881+00:00,61,25.1897,101340.72,-1.3282
2026-03-16T06:27:08.891+00:00,2026-03-16T06:28:09.883+00:00,61,25.1852,101339.76,-1.2925
2026-03-16T06:28:09.885+00:00,2026-03-16T06:29:10.884+00:00,61,25.1820,101336.14,-0.9846
2026-03-16T06:29:10.886+00:00,2026-03-16T06:30:11.881+00:00,61,25.1801,101330.29,-0.4858
2026-03-16T06:30:11.883+00:00,2026-03-16T06:31:12.882+00:00,61,25.1779,101325.61,-0.0415
2026-03-16T06:31:12.884+00:00,2026-03-16T06:32:13.885+00:00,61,25.1690,101312.88,1.1532
2026-03-16T06:32:13.887+00:00,2026-03-16T06:33:14.883+00:00,61,25.1574,101309.88,1.2938
2026-03-16T06:33:14.884+00:00,2026-03-16T06:34:15.883+00:00,61,25.1514,101308.68,1.4877
2026-03-16T06:34:15.885+00:00,2026-03-16T06:35:16.880+00:00,61,25.1536,101307.12,1.5906
2026-03-16T06:35:16.882+00:00,2026-03-16T06:36:17.883+00:00,61,25.1564,101307.44,1.5869
2026-03-16T06:36:17.885+00:00,2026-03-16T06:37:18.881+00:00,61,25.1642,101317.85,0.6144
2026-03-16T06:37:18.883+00:00,2026-03-16T06:38:18.896+00:00,60,25.1780,101306.94,1.5684
2026-03-16T06:38:18.902+00:00,2026-03-16T06:39:19.881+00:00,61,25.1936,101292.86,2.6787
2026-03-16T06:39:19.883+00:00,2026-03-16T06:40:20.883+00:00,61,25.2124,101290.01,2.9090
2026-03-16T06:40:20.885+00:00,2026-03-16T06:41:21.883+00:00,61,25.2277,101284.77,3.3391
2026-03-16T06:41:21.885+00:00,2026-03-16T06:42:22.884+00:00,61,25.2364,101280.01,3.6969
2026-03-16T06:42:22.885+00:00,2026-03-16T06:43:23.883+00:00,61,25.2405,101282.23,3.4832
2026-03-16T06:43:23.885+00:00,2026-03-16T06:44:24.882+00:00,61,25.2425,101272.58,4.3697
2026-03-16T06:44:24.884+00:00,2026-03-16T06:45:25.882+00:00,61,25.2422,101267.12,4.7962
2026-03-16T06:45:25.884+00:00,2026-03-16T06:46:26.883+00:00,61,25.2427,101260.27,5.3666
2026-03-16T06:46:26.886+00:00,2026-03-16T06:47:27.882+00:00,61,25.2396,101255.01,5.8002
2026-03-16T06:47:27.883+00:00,2026-03-16T06:48:28.880+00:00,61,25.2389,101251.49,6.0741
2026-03-16T06:48:28.882+00:00,2026-03-16T06:49:29.882+00:00,61,25.2376,101242.50,6.8648
2026-03-16T06:49:29.884+00:00,2026-03-16T06:50:30.881+00:00,61,25.2326,101239.46,7.0821
2026-03-16T06:50:30.883+00:00,2026-03-16T06:51:31.881+00:00,61,25.2285,101234.77,7.4923
2026-03-16T06:51:31.882+00:00,2026-03-16T06:52:32.882+00:00,61,25.2246,101233.84,7.5780
2026-03-16T06:52:32.884+00:00,2026-03-16T06:53:33.883+00:00,61,25.2243,101231.27,7.7712
2026-03-16T06:53:33.885+00:00,2026-03-16T06:54:34.879+00:00,61,25.2163,101231.02,7.7106
2026-03-16T06:54:34.881+00:00,2026-03-16T06:55:34.882+00:00,60,25.2176,101234.91,7.4401
2026-03-16T06:55:34.883+00:00,2026-03-16T06:56:35.885+00:00,61,25.2159,101238.72,7.1670
2026-03-16T06:56:35.887+00:00,2026-03-16T06:57:36.883+00:00,61,25.2125,101239.18,7.1114
2026-03-16T06:57:36.886+00:00,2026-03-16T06:58:37.882+00:00,61,25.2077,101236.63,7.3385
2026-03-16T06:58:37.884+00:00,2026-03-16T06:59:37.884+00:00,60,25.2071,101226.20,8.2213
2026-03-16T06:59:37.886+00:00,2026-03-16T07:00:38.882+00:00,61,25.2017,101218.99,8.8329
2026-03-16T07:00:38.884+00:00,2026-03-16T07:01:39.882+00:00,61,25.1985,101210.24,9.5280
2026-03-16T07:01:39.893+00:00,2026-03-16T07:02:40.882+00:00,61,25.1943,101206.08,9.8969
2026-03-16T07:02:40.883+00:00,2026-03-16T07:03:41.881+00:00,61,25.1917,101202.67,10.1898
2026-03-16T07:03:41.883+00:00,2026-03-16T07:04:42.881+00:00,61,25.1879,101199.53,10.4960
2026-03-16T07:04:42.891+00:00,2026-03-16T07:05:43.880+00:00,61,25.1828,101199.03,10.5174
2026-03-16T07:05:43.882+00:00,2026-03-16T07:06:43.882+00:00,60,25.1746,101198.01,10.6002
2026-03-16T07:06:43.884+00:00,2026-03-16T07:07:44.882+00:00,61,25.1699,101193.65,11.0054
2026-03-16T07:07:44.884+00:00,2026-03-16T07:08:45.881+00:00,61,25.1641,101187.18,11.6194
2026-03-16T07:08:45.882+00:00,2026-03-16T07:09:46.881+00:00,61,25.1582,101184.03,11.8370
2026-03-16T07:09:46.883+00:00,2026-03-16T07:10:47.882+00:00,61,25.1563,101184.49,11.7937
2026-03-16T07:10:47.884+00:00,2026-03-16T07:11:48.881+00:00,61,25.1455,101181.63,12.0798
2026-03-16T07:11:48.883+00:00,2026-03-16T07:12:49.881+00:00,61,25.1389,101169.42,12.9467
2026-03-16T07:12:49.883+00:00,2026-03-16T07:13:50.882+00:00,61,25.1356,101162.98,13.4891
2026-03-16T07:13:50.883+00:00,2026-03-16T07:14:51.882+00:00,61,25.1371,101160.35,13.7252
2026-03-16T07:14:51.883+00:00,2026-03-16T07:15:52.880+00:00,61,25.1389,101156.87,13.9723
2026-03-16T07:15:52.882+00:00,2026-03-16T07:16:52.883+00:00,60,25.1386,101156.45,13.9853
2026-03-16T07:16:52.885+00:00,2026-03-16T07:17:53.881+00:00,61,25.1384,101154.72,14.1690
2026-03-16T07:17:53.883+00:00,2026-03-16T07:18:54.880+00:00,61,25.1326,101154.89,14.1401
2026-03-16T07:18:54.882+00:00,2026-03-16T07:19:55.880+00:00,61,25.1343,101156.31,14.0032
2026-03-16T07:19:55.882+00:00,2026-03-16T07:20:55.882+00:00,60,25.1301,101152.88,14.3238
2026-03-16T07:20:55.884+00:00,2026-03-16T07:21:56.882+00:00,61,25.1266,101147.47,14.7520
2026-03-16T07:21:56.884+00:00,2026-03-16T07:22:57.880+00:00,61,25.1214,101141.90,15.1743
2026-03-16T07:22:57.882+00:00,2026-03-16T07:23:57.884+00:00,60,25.1175,101137.93,15.5328
2026-03-16T07:23:57.886+00:00,2026-03-16T07:24:58.884+00:00,61,25.1094,101132.00,16.0444
2026-03-16T07:24:58.886+00:00,2026-03-16T07:25:59.881+00:00,61,25.1133,101126.04,16.5241
2026-03-16T07:25:59.883+00:00,2026-03-16T07:27:00.882+00:00,61,25.1088,101121.86,16.8541
2026-03-16T07:27:00.884+00:00,2026-03-16T07:28:01.880+00:00,61,25.1030,101117.74,17.2413
2026-03-16T07:28:01.882+00:00,2026-03-16T07:29:02.883+00:00,61,25.0958,101113.77,17.5778
2026-03-16T07:29:02.885+00:00,2026-03-16T07:30:03.881+00:00,61,25.0876,101112.13,17.7016
2026-03-16T07:30:03.883+00:00,2026-03-16T07:31:04.881+00:00,61,25.0818,101108.84,17.9603
2026-03-16T07:31:04.883+00:00,2026-03-16T07:32:05.884+00:00,61,25.0752,101108.52,17.9890
2026-03-16T07:32:05.886+00:00,2026-03-16T07:33:06.883+00:00,61,25.0708,101111.08,17.7881
2026-03-16T07:33:06.885+00:00,2026-03-16T07:34:07.881+00:00,61,25.0679,101112.18,17.6867
2026-03-16T07:34:07.883+00:00,2026-03-16T07:35:08.880+00:00,61,25.0654,101109.01,17.9393
2026-03-16T07:35:08.882+00:00,2026-03-16T07:36:08.883+00:00,60,25.0590,101106.82,18.1550
2026-03-16T07:36:08.896+00:00,2026-03-16T07:37:09.880+00:00,61,25.0496,101106.23,18.2051
2026-03-16T07:37:09.882+00:00,2026-03-16T07:38:09.884+00:00,60,25.0397,101103.19,18.4721
2026-03-16T07:38:09.886+00:00,2026-03-16T07:39:10.884+00:00,61,25.0340,101099.66,18.7181
2026-03-16T07:39:10.887+00:00,2026-03-16T07:40:11.881+00:00,61,25.0272,101095.97,19.0156
2026-03-16T07:40:11.883+00:00,2026-03-16T07:41:12.883+00:00,61,25.0189,101089.63,19.5965
2026-03-16T07:41:12.885+00:00,2026-03-16T07:42:13.882+00:00,61,25.0109,101081.42,20.3311
2026-03-16T07:42:13.884+00:00,2026-03-16T07:43:14.883+00:00,61,25.0058,101078.60,20.5953
2026-03-16T07:43:14.885+00:00,2026-03-16T07:44:15.884+00:00,61,24.9976,101073.03,20.9827
2026-03-16T07:44:15.886+00:00,2026-03-16T07:45:16.880+00:00,61,25.0026,101065.84,21.5009
2026-03-16T07:45:16.882+00:00,2026-03-16T07:46:17.882+00:00,61,25.0026,101056.16,22.3604
2026-03-16T07:46:17.884+00:00,2026-03-16T07:47:18.881+00:00,61,25.0024,101050.71,22.8289
2026-03-16T07:47:18.883+00:00,2026-03-16T07:48:18.884+00:00,60,24.9988,101049.11,22.9139
2026-03-16T07:48:18.887+00:00,2026-03-16T07:49:19.885+00:00,61,24.9923,101043.68,23.3435
2026-03-16T07:49:19.887+00:00,2026-03-16T07:50:20.881+00:00,61,24.9926,101041.89,23.4930
2026-03-16T07:50:20.882+00:00,2026-03-16T07:51:20.883+00:00,60,24.9881,101039.59,23.7253
2026-03-16T07:51:20.885+00:00,2026-03-16T07:52:21.882+00:00,61,24.9848,101036.14,23.9624
2026-03-16T07:52:21.883+00:00,2026-03-16T07:53:22.883+00:00,61,24.9827,101036.67,23.9209
2026-03-16T07:53:22.885+00:00,2026-03-16T07:54:23.883+00:00,61,24.9815,101036.97,24.0094
2026-03-16T07:54:23.884+00:00,2026-03-16T07:55:24.881+00:00,61,24.9779,101037.22,23.8920
2026-03-16T07:55:24.882+00:00,2026-03-16T07:56:25.880+00:00,61,24.9755,101036.04,23.9915
2026-03-16T07:56:25.882+00:00,2026-03-16T07:57:26.882+00:00,61,24.9753,101036.25,24.0077
2026-03-16T07:57:26.884+00:00,2026-03-16T07:58:27.882+00:00,61,24.9721,101038.97,23.8078
2026-03-16T07:58:27.884+00:00,2026-03-16T07:59:28.880+00:00,61,24.9702,101036.87,23.9680
