window_start_utc,window_end_utc,n_samples,bmp_tempC_mean,bmp_pressurePa_mean,bmp_altitudeM_est_mean
2026-03-12T23:16:16.884+00:00,2026-03-12T23:17:16.965+00:00,60,25.1113,101271.68,4.4050
2026-03-12T23:17:16.967+00:00,2026-03-12T23:18:17.885+00:00,61,25.1116,101274.07,4.2351
2026-03-12T23:18:17.886+00:00,2026-03-12T23:19:18.881+00:00,61,25.1109,101276.34,4.0000
2026-03-12T23:19:18.883+00:00,2026-03-12T23:20:19.881+00:00,61,25.1122,101278.17,3.8514
2026-03-12T23:20:19.883+00:00,2026-03-12T23:21:20.882+00:00,61,25.1108,101277.68,3.7912
2026-03-12T23:21:20.884+00:00,2026-03-12T23:22:21.880+00:00,61,25.1075,101280.13,3.6943
2026-03-12T23:22:21.882+00:00,2026-03-12T23:23:21.883+00:00,60,25.1049,101281.96,3.5550
2026-03-12T23:23:21.885+00:00,2026-03-12T23:24:22.883+00:00,61,25.1062,101283.67,3.3869
2026-03-12T23:24:22.885+00:00,2026-03-12T23:25:23.884+00:00,61,25.1049,101284.67,3.3308
2026-03-12T23:25:23.886+00:00,2026-03-12T23:26:24.879+00:00,61,25.1030,101281.99,3.1537
2026-03-12T23:26:24.881+00:00,2026-03-12T23:27:25.883+00:00,61,25.1000,101289.73,2.9631
2026-03-12T23:27:25.885+00:00,2026-03-12T23:28:26.883+00:00,61,25.1019,101293.35,2.6798
2026-03-12T23:28:26.886+00:00,2026-03-12T23:29:27.881+00:00,61,25.0977,101299.69,2.2518
2026-03-12T23:29:27.883+00:00,2026-03-12T23:30:28.884+00:00,61,25.0957,101304.11,1.8408
2026-03-12T23:30:28.899+00:00,2026-03-12T23:31:29.881+00:00,61,25.0890,101307.22,1.4035
2026-03-12T23:31:29.883+00:00,2026-03-12T23:32:30.883+00:00,61,25.0856,101311.06,1.1433
2026-03-12T23:32:30.885+00:00,2026-03-12T23:33:31.880+00:00,61,25.0815,101312.91,0.9802
2026-03-12T23:33:31.882+00:00,2026-03-12T23:34:32.882+00:00,61,25.0790,101316.07,0.7481
2026-03-12T23:34:32.884+00:00,2026-03-12T23:35:33.881+00:00,61,25.0794,101318.60,0.4966
2026-03-12T23:35:33.883+00:00,2026-03-12T23:36:34.880+00:00,61,25.0792,101320.19,0.3850
2026-03-12T23:36:34.881+00:00,2026-03-12T23:37:35.881+00:00,61,25.0814,101321.53,0.2347
2026-03-12T23:37:35.882+00:00,2026-03-12T23:38:36.884+00:00,61,25.0815,101323.44,0.0857
2026-03-12T23:38:36.885+00:00,2026-03-12T23:39:37.881+00:00,61,25.0769,101324.83,-0.0378
2026-03-12T23:39:37.883+00:00,2026-03-12T23:40:37.896+00:00,60,25.0687,101325.65,-0.2070
2026-03-12T23:40:37.898+00:00,2026-03-12T23:41:38.880+00:00,61,25.0788,101328.07,-0.3516
2026-03-12T23:41:38.889+00:00,2026-03-12T23:42:39.881+00:00,61,25.0952,101329.27,-0.4572
2026-03-12T23:42:39.893+00:00,2026-03-12T23:43:40.883+00:00,61,25.0998,101331.78,-0.7304
2026-03-12T23:43:40.885+00:00,2026-03-12T23:44:41.881+00:00,61,25.0997,101333.43,-0.8524
2026-03-12T23:44:41.883+00:00,2026-03-12T23:45:42.883+00:00,61,25.0983,101334.03,-0.8795
2026-03-12T23:45:42.885+00:00,2026-03-12T23:46:43.880+00:00,61,25.0930,101335.48,-1.0190
2026-03-12T23:46:43.882+00:00,2026-03-12T23:47:43.884+00:00,60,25.0874,101336.70,-1.1033
2026-03-12T23:47:43.886+00:00,2026-03-12T23:48:44.880+00:00,61,25.0849,101339.00,-1.2572
2026-03-12T23:48:44.882+00:00,2026-03-12T23:49:45.884+00:00,61,25.0716,101340.71,-1.3498
2026-03-12T23:49:45.886+00:00,2026-03-12T23:50:46.882+00:00,61,25.0478,101343.83,-1.6319
2026-03-12T23:50:46.897+00:00,2026-03-12T23:51:47.884+00:00,61,25.0337,101345.15,-1.7036
2026-03-12T23:51:47.886+00:00,2026-03-12T23:52:48.881+00:00,61,25.0330,101348.27,-1.9845
2026-03-12T23:52:48.883+00:00,2026-03-12T23:53:49.882+00:00,61,25.0324,101351.24,-2.2375
2026-03-12T23:53:49.885+00:00,2026-03-12T23:54:50.883+00:00,61,25.0362,101354.25,-2.4526
2026-03-12T23:54:50.885+00:00,2026-03-12T23:55:51.881+00:00,61,25.0452,101356.35,-2.6458
2026-03-12T23:55:51.883+00:00,2026-03-12T23:56:52.884+00:00,61,25.0622,101356.63,-2.6663
2026-03-12T23:56:52.886+00:00,2026-03-12T23:57:53.884+00:00,61,25.0829,101358.55,-2.8134
2026-03-12T23:57:53.887+00:00,2026-03-12T23:58:54.883+00:00,61,25.0969,101356.99,-2.6915
2026-03-12T23:58:54.886+00:00,2026-03-12T23:59:55.881+00:00,61,25.1054,101356.03,-2.6016
2026-03-12T23:59:55.883+00:00,2026-03-13T00:00:56.883+00:00,61,25.1067,101354.02,-2.4367
2026-03-13T00:00:56.884+00:00,2026-03-13T00:01:57.882+00:00,61,25.1085,101357.16,-2.7238
2026-03-13T00:01:57.884+00:00,2026-03-13T00:02:58.884+00:00,61,25.1062,101361.61,-3.0767
2026-03-13T00:02:58.886+00:00,2026-03-13T00:03:59.882+00:00,61,25.1060,101364.70,-3.3334
2026-03-13T00:03:59.884+00:00,2026-03-13T00:04:59.884+00:00,60,25.1072,101367.64,-3.5587
2026-03-13T00:04:59.887+00:00,2026-03-13T00:06:00.883+00:00,61,25.1061,101368.80,-3.6571
2026-03-13T00:06:00.885+00:00,2026-03-13T00:07:01.883+00:00,61,25.1011,101370.08,-3.7960
2026-03-13T00:07:01.885+00:00,2026-03-13T00:08:02.880+00:00,61,25.0961,101373.56,-4.0819
2026-03-13T00:08:02.882+00:00,2026-03-13T00:09:03.883+00:00,61,25.0908,101375.03,-4.2362
2026-03-13T00:09:03.897+00:00,2026-03-13T00:10:04.881+00:00,61,25.0880,101377.49,-4.4157
2026-03-13T00:10:04.884+00:00,2026-03-13T00:11:05.883+00:00,61,25.0844,101378.86,-4.5318
2026-03-13T00:11:05.885+00:00,2026-03-13T00:12:06.884+00:00,61,25.0798,101377.78,-4.4018
2026-03-13T00:12:06.886+00:00,2026-03-13T00:13:07.882+00:00,61,25.0727,101378.80,-4.5156
2026-03-13T00:13:07.884+00:00,2026-03-13T00:14:08.885+00:00,61,25.0668,101382.44,-4.8129
2026-03-13T00:14:08.887+00:00,2026-03-13T00:15:09.880+00:00,61,25.0533,101384.52,-4.9797
2026-03-13T00:15:09.882+00:00,2026-03-13T00:16:10.881+00:00,61,25.0502,101385.41,-5.0945
2026-03-13T00:16:10.883+00:00,2026-03-13T00:17:10.937+00:00,60,25.0527,101385.81,-5.1277
2026-03-13T00:17:10.939+00:00,2026-03-13T00:18:11.883+00:00,61,25.0622,101389.43,-5.4014
2026-03-13T00:18:11.885+00:00,2026-03-13T00:19:12.883+00:00,61,25.0726,101391.65,-5.5675
2026-03-13T00:19:12.885+00:00,2026-03-13T00:20:13.881+00:00,61,25.0811,101393.81,-5.7623
2026-03-13T00:20:13.884+00:00,2026-03-13T00:21:14.879+00:00,61,25.1015,101393.98,-5.7781
2026-03-13T00:21:14.881+00:00,2026-03-13T00:22:15.888+00:00,61,25.1184,101393.20,-5.7118
2026-03-13T00:22:15.890+00:00,2026-03-13T00:23:16.882+00:00,61,25.1319,101393.38,-5.7433
2026-03-13T00:23:16.892+00:00,2026-03-13T00:24:17.882+00:00,61,25.1596,101394.89,-5.8767
2026-03-13T00:24:17.884+00:00,2026-03-13T00:25:18.881+00:00,61,25.1782,101399.11,-6.1797
2026-03-13T00:25:18.883+00:00,2026-03-13T00:26:19.881+00:00,61,25.1878,101401.03,-6.3475
2026-03-13T00:26:19.883+00:00,2026-03-13T00:27:19.884+00:00,60,25.1909,101403.38,-6.4366
2026-03-13T00:27:19.886+00:00,2026-03-13T00:28:20.881+00:00,61,25.1968,101407.35,-6.8963
2026-03-13T00:28:20.883+00:00,2026-03-13T00:29:20.884+00:00,60,25.1947,101407.65,-6.9340
2026-03-13T00:29:20.885+00:00,2026-03-13T00:30:21.884+00:00,61,25.1874,101410.09,-7.0831
2026-03-13T00:30:21.886+00:00,2026-03-13T00:31:22.883+00:00,61,25.1274,101408.91,-6.9943
2026-03-13T00:31:22.885+00:00,2026-03-13T00:32:22.891+00:00,60,25.0885,101401.90,-6.4163
2026-03-13T00:32:22.894+00:00,2026-03-13T00:33:23.881+00:00,61,25.0203,101399.76,-5.3377
2026-03-13T00:33:23.883+00:00,2026-03-13T00:34:24.878+00:00,61,25.1067,101406.91,-6.1962
2026-03-13T00:34:24.880+00:00,2026-03-13T00:35:25.881+00:00,61,25.1597,101405.97,-7.1007
2026-03-13T00:35:25.884+00:00,2026-03-13T00:36:25.896+00:00,60,25.2440,101420.31,-7.5863
2026-03-13T00:36:25.900+00:00,2026-03-13T00:37:26.885+00:00,61,25.2041,101415.21,-7.8100
2026-03-13T00:37:26.888+00:00,2026-03-13T00:38:27.880+00:00,61,25.2285,101427.66,-8.6380
2026-03-13T00:38:27.883+00:00,2026-03-13T00:39:28.883+00:00,61,25.2556,101428.02,-8.4666
2026-03-13T00:39:28.886+00:00,2026-03-13T00:40:29.886+00:00,61,25.2987,101430.83,-8.9927
2026-03-13T00:40:29.891+00:00,2026-03-13T00:41:30.881+00:00,61,25.2649,101422.11,-8.4666
2026-03-13T00:41:30.885+00:00,2026-03-13T00:42:31.885+00:00,61,25.2955,101428.80,-8.8764
2026-03-13T00:42:31.888+00:00,2026-03-13T00:43:32.882+00:00,61,25.2513,101421.35,-8.2181
2026-03-13T00:43:32.884+00:00,2026-03-13T00:44:33.883+00:00,61,25.2691,101423.96,-8.5611
2026-03-13T00:44:33.885+00:00,2026-03-13T00:45:34.883+00:00,61,25.2586,101424.54,-8.1842
2026-03-13T00:45:34.885+00:00,2026-03-13T00:46:34.886+00:00,60,25.3000,101422.59,-8.7857
2026-03-13T00:46:34.888+00:00,2026-03-13T00:47:35.888+00:00,61,25.2337,101422.90,-8.2759
2026-03-13T00:47:35.891+00:00,2026-03-13T00:48:35.892+00:00,60,25.3030,101429.23,-8.5919
2026-03-13T00:48:35.894+00:00,2026-03-13T00:49:36.882+00:00,61,25.3462,101438.53,-9.4509
2026-03-13T00:49:36.884+00:00,2026-03-13T00:50:36.885+00:00,60,25.3277,101434.53,-9.4409
2026-03-13T00:50:36.889+00:00,2026-03-13T00:51:37.882+00:00,61,25.2585,101427.33,-8.7872
2026-03-13T00:51:37.885+00:00,2026-03-13T00:52:37.891+00:00,60,25.3054,101432.60,-9.0990
2026-03-13T00:52:37.894+00:00,2026-03-13T00:53:38.882+00:00,61,25.3178,101439.82,-9.4328
2026-03-13T00:53:38.894+00:00,2026-03-13T00:54:39.885+00:00,61,25.3075,101435.47,-8.7833
2026-03-13T00:54:39.887+00:00,2026-03-13T00:55:40.881+00:00,61,25.3067,101438.14,-9.3964
2026-03-13T00:55:40.883+00:00,2026-03-13T00:56:40.884+00:00,60,25.2884,101433.39,-9.2968
2026-03-13T00:56:40.887+00:00,2026-03-13T00:57:40.890+00:00,60,25.3160,101441.27,-9.4343
2026-03-13T00:57:40.893+00:00,2026-03-13T00:58:41.882+00:00,61,25.3384,101442.30,-9.7696
2026-03-13T00:58:41.885+00:00,2026-03-13T00:59:41.885+00:00,60,25.1757,101430.83,-8.3862
2026-03-13T00:59:41.888+00:00,2026-03-13T01:00:42.889+00:00,61,25.2193,101432.85,-8.7716
2026-03-13T01:00:42.891+00:00,2026-03-13T01:01:42.892+00:00,60,25.3007,101444.97,-9.8536
2026-03-13T01:01:42.894+00:00,2026-03-13T01:02:43.880+00:00,61,25.3466,101455.22,-10.8908
2026-03-13T01:02:43.882+00:00,2026-03-13T01:03:43.889+00:00,60,25.2434,101440.24,-9.5478
2026-03-13T01:03:43.891+00:00,2026-03-13T01:04:44.881+00:00,61,25.3119,101445.28,-10.2124
2026-03-13T01:04:44.883+00:00,2026-03-13T01:05:44.891+00:00,60,25.2988,101446.62,-10.2871
2026-03-13T01:05:44.893+00:00,2026-03-13T01:06:45.884+00:00,61,25.2627,101448.63,-10.2300
2026-03-13T01:06:45.887+00:00,2026-03-13T01:07:46.885+00:00,61,25.2711,101449.41,-10.6279
2026-03-13T01:07:46.889+00:00,2026-03-13T01:08:46.891+00:00,60,25.3390,101459.29,-11.2228
2026-03-13T01:08:46.893+00:00,2026-03-13T01:09:47.885+00:00,61,25.2535,101444.05,-10.4374
2026-03-13T01:09:47.888+00:00,2026-03-13T01:10:48.882+00:00,61,25.2749,101455.29,-11.1001
2026-03-13T01:10:48.884+00:00,2026-03-13T01:11:49.884+00:00,61,25.2554,101456.86,-11.1794
2026-03-13T01:11:49.888+00:00,2026-03-13T01:12:50.882+00:00,61,25.2983,101464.00,-11.6337
2026-03-13T01:12:50.885+00:00,2026-03-13T01:13:50.886+00:00,60,25.2934,101456.96,-11.3516
2026-03-13T01:13:50.890+00:00,2026-03-13T01:14:51.881+00:00,61,25.2244,101455.15,-10.1210
2026-03-13T01:14:51.884+00:00,2026-03-13T01:15:52.882+00:00,61,25.2087,101450.62,-10.7462
2026-03-13T01:15:52.884+00:00,2026-03-13T01:16:53.884+00:00,61,25.2922,101466.37,-11.8556
2026-03-13T01:16:53.886+00:00,2026-03-13T01:17:54.880+00:00,61,25.1914,101451.66,-10.9218
2026-03-13T01:17:54.883+00:00,2026-03-13T01:18:55.882+00:00,61,25.2402,101461.99,-11.7062
2026-03-13T01:18:55.888+00:00,2026-03-13T01:19:56.890+00:00,61,25.2970,101479.30,-12.8980
2026-03-13T01:19:56.892+00:00,2026-03-13T01:20:57.880+00:00,61,25.2431,101479.38,-13.0633
2026-03-13T01:20:57.882+00:00,2026-03-13T01:21:58.889+00:00,61,25.2965,101489.34,-13.7100
2026-03-13T01:21:58.891+00:00,2026-03-13T01:22:59.890+00:00,61,25.2230,101484.81,-13.6063
2026-03-13T01:22:59.893+00:00,2026-03-13T01:24:00.887+00:00,61,25.2839,101493.96,-14.2032
2026-03-13T01:24:00.890+00:00,2026-03-13T01:25:01.886+00:00,61,25.2094,101487.81,-13.3234
2026-03-13T01:25:01.890+00:00,2026-03-13T01:26:02.883+00:00,61,25.2582,101495.89,-14.2680
2026-03-13T01:26:02.885+00:00,2026-03-13T01:27:03.881+00:00,61,25.1926,101492.15,-13.9220
2026-03-13T01:27:03.885+00:00,2026-03-13T01:28:04.880+00:00,61,25.2732,101507.79,-15.2939
2026-03-13T01:28:04.882+00:00,2026-03-13T01:29:05.884+00:00,61,25.2288,101499.11,-14.7062
2026-03-13T01:29:05.886+00:00,2026-03-13T01:30:06.882+00:00,61,25.2529,101504.99,-14.9277
2026-03-13T01:30:06.884+00:00,2026-03-13T01:31:06.896+00:00,60,25.2738,101505.07,-15.2856
2026-03-13T01:31:06.900+00:00,2026-03-13T01:32:07.886+00:00,61,25.3250,101512.10,-15.8872
2026-03-13T01:32:07.897+00:00,2026-03-13T01:33:08.883+00:00,61,25.2680,101502.96,-15.2447
2026-03-13T01:33:08.885+00:00,2026-03-13T01:34:09.885+00:00,61,25.3049,101508.14,-15.5250
2026-03-13T01:34:09.887+00:00,2026-03-13T01:35:10.888+00:00,61,25.3076,101516.67,-16.2328
2026-03-13T01:35:10.890+00:00,2026-03-13T01:36:11.883+00:00,61,25.3732,101525.74,-16.7295
2026-03-13T01:36:11.886+00:00,2026-03-13T01:37:12.881+00:00,61,25.3188,101515.77,-15.4486
2026-03-13T01:37:12.883+00:00,2026-03-13T01:38:13.887+00:00,61,25.3342,101515.13,-15.7378
2026-03-13T01:38:13.889+00:00,2026-03-13T01:39:14.883+00:00,61,25.3677,101519.38,-16.3065
2026-03-13T01:39:14.886+00:00,2026-03-13T01:40:15.880+00:00,61,25.3623,101523.35,-16.4075
2026-03-13T01:40:15.882+00:00,2026-03-13T01:41:15.883+00:00,60,25.4310,101530.70,-17.0870
2026-03-13T01:41:15.886+00:00,2026-03-13T01:42:16.886+00:00,61,25.3519,101517.50,-16.0399
2026-03-13T01:42:16.897+00:00,2026-03-13T01:43:17.885+00:00,61,25.4338,101530.18,-16.8568
2026-03-13T01:43:17.887+00:00,2026-03-13T01:44:18.881+00:00,61,25.3470,101514.16,-15.6409
2026-03-13T01:44:18.883+00:00,2026-03-13T01:45:19.882+00:00,61,25.4278,101529.11,-16.8866
2026-03-13T01:45:19.884+00:00,2026-03-13T01:46:19.886+00:00,60,25.3403,101517.48,-16.0268
2026-03-13T01:46:19.891+00:00,2026-03-13T01:47:20.884+00:00,61,25.3654,101522.99,-16.4215
2026-03-13T01:47:20.887+00:00,2026-03-13T01:48:21.883+00:00,61,25.3259,101515.27,-16.2570
2026-03-13T01:48:21.888+00:00,2026-03-13T01:49:21.894+00:00,60,25.3316,101518.54,-16.1515
2026-03-13T01:49:21.897+00:00,2026-03-13T01:50:22.883+00:00,61,25.3775,101525.55,-16.4803
2026-03-13T01:50:22.885+00:00,2026-03-13T01:51:22.915+00:00,60,25.3239,101518.21,-15.9515
2026-03-13T01:51:22.929+00:00,2026-03-13T01:52:23.883+00:00,61,25.3410,101521.27,-16.2192
2026-03-13T01:52:23.886+00:00,2026-03-13T01:53:23.888+00:00,60,25.3700,101518.20,-16.2577
2026-03-13T01:53:23.890+00:00,2026-03-13T01:54:24.889+00:00,61,25.4054,101520.97,-15.5330
2026-03-13T01:54:24.891+00:00,2026-03-13T01:55:25.885+00:00,61,25.4198,101520.70,-16.2584
2026-03-13T01:55:25.887+00:00,2026-03-13T01:56:26.883+00:00,61,25.4236,101522.23,-16.3488
2026-03-13T01:56:26.886+00:00,2026-03-13T01:57:27.882+00:00,61,25.4713,101525.58,-16.4969
2026-03-13T01:57:27.885+00:00,2026-03-13T01:58:27.888+00:00,60,25.4493,101522.59,-15.9414
2026-03-13T01:58:27.890+00:00,2026-03-13T01:59:28.887+00:00,61,25.4557,101521.20,-16.4314
2026-03-13T01:59:28.889+00:00,2026-03-13T02:00:29.882+00:00,61,25.5143,101536.83,-17.4392
2026-03-13T02:00:29.884+00:00,2026-03-13T02:01:29.886+00:00,60,25.5073,101532.95,-17.7823
2026-03-13T02:01:29.888+00:00,2026-03-13T02:02:30.887+00:00,61,25.5064,101540.22,-17.5254
2026-03-13T02:02:30.890+00:00,2026-03-13T02:03:31.882+00:00,61,25.5480,101545.85,-18.4220
2026-03-13T02:03:31.885+00:00,2026-03-13T02:04:32.887+00:00,61,25.5239,101546.02,-18.7466
2026-03-13T02:04:32.889+00:00,2026-03-13T02:05:32.890+00:00,60,25.5134,101546.78,-19.3628
2026-03-13T02:05:32.892+00:00,2026-03-13T02:06:33.888+00:00,61,25.5387,101554.26,-19.4805
2026-03-13T02:06:33.890+00:00,2026-03-13T02:07:34.893+00:00,61,25.4667,101557.43,-19.6453
2026-03-13T02:07:34.895+00:00,2026-03-13T02:08:35.884+00:00,61,25.5250,101560.50,-20.1113
2026-03-13T02:08:35.886+00:00,2026-03-13T02:09:36.882+00:00,61,25.5033,101563.39,-20.0227
2026-03-13T02:09:36.888+00:00,2026-03-13T02:10:37.881+00:00,61,25.5060,101563.98,-19.2197
2026-03-13T02:10:37.885+00:00,2026-03-13T02:11:37.886+00:00,60,25.4872,101565.14,-20.0407
2026-03-13T02:11:37.888+00:00,2026-03-13T02:12:38.888+00:00,61,25.4249,101558.37,-19.0662
2026-03-13T02:12:38.890+00:00,2026-03-13T02:13:39.885+00:00,61,25.4794,101562.37,-19.6633
2026-03-13T02:13:39.888+00:00,2026-03-13T02:14:40.881+00:00,61,25.4110,101554.60,-18.5660
2026-03-13T02:14:40.883+00:00,2026-03-13T02:15:40.887+00:00,60,25.5244,101558.40,-19.3103
2026-03-13T02:15:40.889+00:00,2026-03-13T02:16:40.927+00:00,60,25.4651,101561.36,-19.1642
2026-03-13T02:16:40.940+00:00,2026-03-13T02:17:41.887+00:00,61,25.4352,101555.23,-19.4251
2026-03-13T02:17:41.890+00:00,2026-03-13T02:18:42.885+00:00,61,25.4937,101559.32,-19.5920
2026-03-13T02:18:42.887+00:00,2026-03-13T02:19:43.885+00:00,61,25.4741,101549.79,-18.9863
2026-03-13T02:19:43.887+00:00,2026-03-13T02:20:44.884+00:00,61,25.5303,101562.42,-20.0370
2026-03-13T02:20:44.886+00:00,2026-03-13T02:21:44.889+00:00,60,25.4662,101564.26,-19.7355
2026-03-13T02:21:44.892+00:00,2026-03-13T02:22:44.898+00:00,60,25.5252,101563.47,-20.1138
2026-03-13T02:22:44.902+00:00,2026-03-13T02:23:45.896+00:00,61,25.4585,101550.47,-19.9410
2026-03-13T02:23:45.898+00:00,2026-03-13T02:24:46.888+00:00,61,25.5374,101569.98,-20.5562
2026-03-13T02:24:46.891+00:00,2026-03-13T02:25:47.889+00:00,61,25.4610,101568.75,-19.9357
2026-03-13T02:25:47.895+00:00,2026-03-13T02:26:48.889+00:00,61,25.4858,101555.86,-19.8274
2026-03-13T02:26:48.895+00:00,2026-03-13T02:27:49.888+00:00,61,25.4609,101561.86,-19.0636
2026-03-13T02:27:49.891+00:00,2026-03-13T02:28:50.888+00:00,61,25.4828,101560.24,-19.8084
2026-03-13T02:28:50.890+00:00,2026-03-13T02:29:51.885+00:00,61,25.4619,101559.69,-19.5768
2026-03-13T02:29:51.887+00:00,2026-03-13T02:30:52.893+00:00,61,25.4640,101567.72,-20.1837
2026-03-13T02:30:52.896+00:00,2026-03-13T02:31:53.884+00:00,61,25.5115,101576.88,-20.9295
2026-03-13T02:31:53.887+00:00,2026-03-13T02:32:54.885+00:00,61,25.5135,101575.59,-20.9142
2026-03-13T02:32:54.888+00:00,2026-03-13T02:33:55.882+00:00,61,25.4165,101563.98,-20.5238
2026-03-13T02:33:55.885+00:00,2026-03-13T02:34:56.880+00:00,61,25.2518,101553.32,-17.7213
2026-03-13T02:34:56.883+00:00,2026-03-13T02:35:56.884+00:00,60,25.5103,101577.62,-20.9730
2026-03-13T02:35:56.887+00:00,2026-03-13T02:36:56.888+00:00,60,25.5369,101583.83,-21.3729
2026-03-13T02:36:56.890+00:00,2026-03-13T02:37:56.891+00:00,60,25.4942,101582.10,-21.7672
2026-03-13T02:37:56.896+00:00,2026-03-13T02:38:57.884+00:00,61,25.4895,101579.81,-21.6526
2026-03-13T02:38:57.886+00:00,2026-03-13T02:39:58.891+00:00,61,25.4570,101577.36,-21.0335
2026-03-13T02:39:58.893+00:00,2026-03-13T02:40:59.884+00:00,61,25.4601,101586.65,-21.5942
2026-03-13T02:40:59.885+00:00,2026-03-13T02:42:00.883+00:00,61,25.4663,101579.32,-21.6725
2026-03-13T02:42:00.885+00:00,2026-03-13T02:43:00.887+00:00,60,25.4338,101582.10,-22.0538
2026-03-13T02:43:00.891+00:00,2026-03-13T02:44:01.890+00:00,61,25.4626,101587.73,-22.1546
2026-03-13T02:44:01.892+00:00,2026-03-13T02:45:02.897+00:00,61,25.3900,101580.75,-20.9545
2026-03-13T02:45:02.900+00:00,2026-03-13T02:46:03.889+00:00,61,25.4470,101593.89,-22.3627
2026-03-13T02:46:03.892+00:00,2026-03-13T02:47:04.890+00:00,61,25.3354,101572.88,-21.6209
2026-03-13T02:47:04.893+00:00,2026-03-13T02:48:05.883+00:00,61,25.3099,101591.87,-21.9062
2026-03-13T02:48:05.885+00:00,2026-03-13T02:49:05.886+00:00,60,25.4272,101585.69,-22.1339
2026-03-13T02:49:05.888+00:00,2026-03-13T02:50:06.884+00:00,61,25.4267,101595.66,-22.7995
2026-03-13T02:50:06.886+00:00,2026-03-13T02:51:07.884+00:00,61,25.3913,101583.99,-21.1335
2026-03-13T02:51:07.886+00:00,2026-03-13T02:52:08.890+00:00,61,25.4261,101594.21,-22.5775
2026-03-13T02:52:08.894+00:00,2026-03-13T02:53:09.882+00:00,61,25.3175,101585.50,-21.5097
2026-03-13T02:53:09.884+00:00,2026-03-13T02:54:09.888+00:00,60,25.3459,101589.38,-23.2466
2026-03-13T02:54:09.890+00:00,2026-03-13T02:55:09.890+00:00,60,25.4264,101612.25,-23.7991
2026-03-13T02:55:09.904+00:00,2026-03-13T02:56:10.879+00:00,61,25.4328,101611.71,-24.4522
2026-03-13T02:56:10.883+00:00,2026-03-13T02:57:10.886+00:00,60,25.4826,101614.18,-24.3098
2026-03-13T02:57:10.890+00:00,2026-03-13T02:58:11.879+00:00,61,25.1218,101548.85,-19.5829
2026-03-13T02:58:11.882+00:00,2026-03-13T02:59:11.885+00:00,60,25.0402,101569.43,-19.8550
2026-03-13T02:59:11.888+00:00,2026-03-13T03:00:12.882+00:00,61,25.4627,101615.47,-24.8898
2026-03-13T03:00:12.884+00:00,2026-03-13T03:01:13.880+00:00,61,25.4602,101622.19,-24.4718
2026-03-13T03:01:13.883+00:00,2026-03-13T03:02:13.885+00:00,60,25.3142,101623.15,-24.7836
2026-03-13T03:02:13.887+00:00,2026-03-13T03:03:14.885+00:00,61,25.3900,101628.02,-25.4890
2026-03-13T03:03:14.888+00:00,2026-03-13T03:04:15.883+00:00,61,25.3955,101627.89,-25.0080
2026-03-13T03:04:15.885+00:00,2026-03-13T03:05:16.879+00:00,61,25.3760,101627.83,-25.1744
2026-03-13T03:05:16.881+00:00,2026-03-13T03:06:16.888+00:00,60,25.3162,101629.35,-25.9502
2026-03-13T03:06:16.892+00:00,2026-03-13T03:07:17.886+00:00,61,25.3876,101635.49,-26.2714
2026-03-13T03:07:17.888+00:00,2026-03-13T03:08:18.884+00:00,61,25.3480,101636.58,-24.9754
2026-03-13T03:08:18.888+00:00,2026-03-13T03:09:19.883+00:00,61,25.4596,101629.06,-26.1025
2026-03-13T03:09:19.886+00:00,2026-03-13T03:10:20.885+00:00,61,25.3872,101631.41,-25.4006
2026-03-13T03:10:20.887+00:00,2026-03-13T03:11:21.883+00:00,61,25.5254,101650.16,-27.1067
2026-03-13T03:11:21.885+00:00,2026-03-13T03:12:22.882+00:00,61,25.4980,101642.25,-26.4961
2026-03-13T03:12:22.885+00:00,2026-03-13T03:13:22.886+00:00,60,25.4774,101639.53,-25.8535
2026-03-13T03:13:22.888+00:00,2026-03-13T03:14:23.883+00:00,61,25.4700,101641.96,-26.4768
2026-03-13T03:14:23.885+00:00,2026-03-13T03:15:24.886+00:00,61,25.4521,101643.00,-26.3829
2026-03-13T03:15:24.888+00:00,2026-03-13T03:16:24.892+00:00,60,25.4642,101641.20,-26.2289
2026-03-13T03:16:24.896+00:00,2026-03-13T03:17:25.896+00:00,61,25.4331,101642.24,-26.3820
2026-03-13T03:17:25.898+00:00,2026-03-13T03:18:26.882+00:00,61,25.4037,101643.07,-27.1915
2026-03-13T03:18:26.886+00:00,2026-03-13T03:19:26.887+00:00,60,25.4322,101640.26,-26.1916
2026-03-13T03:19:26.890+00:00,2026-03-13T03:20:27.880+00:00,61,25.4517,101645.25,-26.2386
2026-03-13T03:20:27.883+00:00,2026-03-13T03:21:28.880+00:00,61,25.3990,101634.72,-26.6043
2026-03-13T03:21:28.883+00:00,2026-03-13T03:22:28.884+00:00,60,25.4570,101650.53,-26.8010
2026-03-13T03:22:28.887+00:00,2026-03-13T03:23:29.882+00:00,61,25.4432,101656.74,-27.3175
2026-03-13T03:23:29.884+00:00,2026-03-13T03:24:30.881+00:00,61,25.4252,101652.92,-27.3423
2026-03-13T03:24:30.884+00:00,2026-03-13T03:25:30.884+00:00,60,25.4196,101654.78,-27.1059
2026-03-13T03:25:30.888+00:00,2026-03-13T03:26:31.882+00:00,61,25.4235,101654.59,-27.6849
2026-03-13T03:26:31.884+00:00,2026-03-13T03:27:31.885+00:00,60,25.4354,101653.11,-27.9387
2026-03-13T03:27:31.889+00:00,2026-03-13T03:28:32.883+00:00,61,25.3920,101654.67,-27.5804
