ts_utc,cpu_tempC,disk_free_bytes,throttled
2026-03-07T21:37:33.589+00:00,41.70,221584207872,throttled=0x0
2026-03-07T21:37:43.594+00:00,42.24,221584183296,throttled=0x0
2026-03-07T21:37:53.589+00:00,42.24,221584175104,throttled=0x0
2026-03-07T21:42:40.707+00:00,42.24,221584175104,throttled=0x0
2026-03-07T21:42:40.754+00:00,42.24,221584175104,throttled=0x0
2026-03-07T21:42:40.810+00:00,42.77,221584175104,throttled=0x0
2026-03-07T21:42:40.848+00:00,42.77,221584175104,throttled=0x0
2026-03-07T21:42:40.902+00:00,42.24,221584175104,throttled=0x0
2026-03-07T21:42:40.941+00:00,43.31,221584175104,throttled=0x0
2026-03-07T21:42:40.989+00:00,42.77,221584175104,throttled=0x0
2026-03-07T21:42:41.033+00:00,42.24,221584175104,throttled=0x0
2026-03-07T21:42:41.123+00:00,42.77,221584175104,throttled=0x0
2026-03-07T21:42:41.217+00:00,42.77,221584175104,throttled=0x0
2026-03-07T21:42:41.317+00:00,42.24,221584175104,throttled=0x0
2026-03-07T21:42:41.466+00:00,42.77,221584175104,throttled=0x0
2026-03-07T21:42:41.586+00:00,42.77,221584175104,throttled=0x0
2026-03-07T21:42:41.710+00:00,42.77,221584175104,throttled=0x0
2026-03-07T21:42:41.822+00:00,42.77,221584179200,throttled=0x0
2026-03-07T21:42:41.965+00:00,42.77,221584179200,throttled=0x0
2026-03-07T21:42:42.112+00:00,42.24,221584179200,throttled=0x0
2026-03-07T21:42:42.299+00:00,42.77,221584179200,throttled=0x0
2026-03-07T21:42:42.579+00:00,42.77,221584179200,throttled=0x0
2026-03-07T21:42:42.760+00:00,42.77,221584179200,throttled=0x0
2026-03-07T21:42:42.902+00:00,42.77,221584179200,throttled=0x0
2026-03-07T21:42:43.010+00:00,42.24,221584179200,throttled=0x0
2026-03-07T21:42:43.157+00:00,42.77,221584179200,throttled=0x0
2026-03-07T21:42:43.350+00:00,42.77,221584179200,throttled=0x0
2026-03-07T21:42:43.460+00:00,42.24,221584179200,throttled=0x0
2026-03-07T21:42:43.637+00:00,42.77,221584179200,throttled=0x0
2026-03-07T21:42:43.837+00:00,42.24,221584179200,throttled=0x0
2026-03-07T21:42:43.985+00:00,42.24,221584179200,throttled=0x0
2026-03-07T21:42:44.182+00:00,42.77,221584179200,throttled=0x0
2026-03-07T21:42:53.589+00:00,42.24,221584166912,throttled=0x0
2026-03-07T21:43:03.589+00:00,42.77,221584138240,throttled=0x0
2026-03-07T21:43:13.589+00:00,43.85,221584130048,throttled=0x0
2026-03-07T21:43:23.591+00:00,43.85,221584121856,throttled=0x0
2026-03-07T21:43:33.594+00:00,44.39,221584117760,throttled=0x0
2026-03-07T21:43:43.589+00:00,44.39,221584113664,throttled=0x0
2026-03-07T21:43:53.591+00:00,44.93,221584105472,throttled=0x0
2026-03-07T21:44:03.589+00:00,44.93,221584101376,throttled=0x0
2026-03-07T21:44:13.590+00:00,45.46,221584093184,throttled=0x0
2026-03-07T21:44:23.591+00:00,45.46,221584093184,throttled=0x0
2026-03-07T21:44:33.589+00:00,46.00,221584084992,
2026-03-07T21:44:43.606+00:00,46.00,221584080896,throttled=0x0
2026-03-07T21:44:53.589+00:00,46.54,221584072704,throttled=0x0
2026-03-07T21:45:03.589+00:00,46.54,221584064512,throttled=0x0
2026-03-07T21:45:13.589+00:00,46.54,221673242624,throttled=0x0
2026-03-07T21:45:23.589+00:00,47.08,221673238528,throttled=0x0
